filename,LinearRegression,RidgeCV,LassoLarsCV,linear/CoDE,linear/CoDE_toZero,linear/CoDE_10p_toZero,linear/CoDE_20p_toZero,linear/CoDE_10p_lr_toZero,linear/CoDE_20p_lr_toZero,MLP/CoDE,MLP/CoDE_toZero,MLP/CoDE_10p_toZero,MLP/CoDE_20p_toZero,MLP/CoDE_10p_lr_toZero,MLP/CoDE_20p_lr_toZero
ivy-1.4,0.04521384766368497,0.046271603057932965,0.04961475586025501,331508.9213668473,231471.0527416404,628053.1624989464,2470593.563801304,555394.1623427498,1473569.7805093334,114.53178589675908,41.29989597545005,81.67545165585365,516.4681845649042,32.530913931332634,186.8715186717221
ivy-2.0,0.15137441313383462,0.15919761993917694,0.19491722733084868,258815.4982370967,1390610.0075182812,478197.68232272065,1965861.9770297904,1005359.2693545272,954037.8732368707,186.83520706230263,165.19557462452244,98.86448898918975,258.86084272413217,266.9221123598323,1339.4263457347802
jedit-3.2,3.6471536052633455,3.647161375667732,4.085520409021765,421654.25127690815,92412.93969432444,46454.62457119852,53690.867341636986,62864.76695603635,49763.56749149777,285.942748614396,377.1749282739683,33.46308039986984,1406.9668217678973,418.8427584702713,195.5444721246845
jedit-4.0,1.2919290936785812,1.2919311179864514,1.4690423250870135,265007.5774050804,128022.85986759415,66263.71973324401,84116.2819406567,103560.5676163588,100515.40808422693,74.18160487499048,127.52659640812107,53.22107786468784,154.4275976408279,92.10369064994396,120.936920187104
jedit-4.1,1.0656136663953149,1.065614301651447,1.071328642979841,1339700.4071670028,1943748.2552016228,8055148.999573975,172481.14067654187,9943314.373632418,211685.403032886,244.7395336151873,272.38668666267534,391.8154976296606,112.7927556573764,1148.1028622583406,194.67366442324473
jedit-4.2,0.4172138304810262,0.4183423567941916,0.4172138304810262,340311.7184397207,94620.46586830304,60750.37959189528,52369.33103096799,42432.01712690798,26641.421524661797,17.674246499895688,79.53274536686871,213.37117939164563,417.980702721968,586.3480865733733,139.4089983775234
jedit-4.3,0.025714814636516568,0.026020349635890533,0.027860400555225057,376200.3453178214,742381.887460064,45403.56771081311,52401.42767846541,94001.49383857624,89717.88108084661,71.14338181663419,191.96485027188575,602.2504134134064,420.4246938300026,411.21243576899417,401.3639246712252
log4j-1.0,0.3738665549997057,0.3925209888870256,0.3990072166342741,26987.063047082676,55389.938313641615,84042.04464335981,106906.23160486485,329222.77444946393,102171.67891970117,213.93385396133218,128.91642309580777,106.16226624987348,530.3818291132308,330.3100155724195,108.34180842405512
log4j-1.1,0.6150421410041725,0.7302742946354942,0.705140599059538,50832.20053342445,375299.10322878265,227239.48265308613,305693.5241674104,36589.41011185142,53007.94030347448,22.33109810467132,90.70572730195141,72.65471326901209,230.68046089606634,113.95619407128801,243.40312506765625
log4j-1.2,1.3987166195373064,1.5383953576258358,1.5707894856648117,28123.59491460408,16503.641804504397,14933.8633622462,33351.07414106933,32126.370000970514,21037.534766473065,183.22054354234032,320.0316906504055,295.00540173036745,151.21756147882468,367.8751829794323,64.22408203673118
lucene-2.0,2.9359172781946192,2.9379520530961734,3.390894202788533,127696.87201543813,86781.00310087853,170642.78675722107,121388.4610963741,127438.47713517591,141397.50373908825,41.7273888094771,131.67043849573395,54.98573293331686,148.78684051823137,532.5101493713473,315.68605083182115
lucene-2.2,5.420579217301095,6.004768201281795,6.8762145929212055,1033162.9444651449,980092.8721314266,1465841.261525881,1881522.5994531843,483969.0963244714,1732690.3733560515,54.73066903832865,295.49653486413473,105.99670354503273,88.30299623914034,287.04526386048593,171.2771206270299
lucene-2.4,2.7737701962225536,2.8054784150435954,3.178009843728153,374656.1210018897,81154.43970511088,64119.29027892846,72494.04934981531,80513.14990535328,115699.95470937685,286.86770477502705,445.7146561843533,88.01320121747841,356.8549435010925,526.9854898549048,110.10901240253305
poi-1.5,2.8736892955491458,3.1663573268613696,3.379639332328181,172312.93121291758,148032.24165194164,63858.73807164907,38118.49218714273,46810.32185239981,97227.74791684613,103.84532351826333,96.33378809350569,44.79753989873844,93.23088701003894,244.17558338722276,128.46332198503504
poi-2.0,0.0969714065529595,0.09938224902266536,0.12151608584526755,119877.16616725615,129023.39935924335,81326.1046531053,57149.90545599325,132350.7636646959,58040.17892188187,94.882912171248,368.57020509563193,23.69009807612762,76.13310845715199,108.83852484437357,212.5180123380693
poi-2.5,1.2007553998664309,1.2485972503542495,1.4409140767447473,68001.44446949683,70931.7049098004,39680.3632264453,18688.698130878933,51385.448118209504,25738.82686729087,488.0661539093135,29.10572939349918,397.77903588811273,699.0867437726074,532.6813199186553,48.45981947046978
poi-3.0,1.7054078010875189,1.7844234697731762,2.038909623840518,216069.477611236,81968.96727458217,60773.456310724876,66636.93396101784,44995.88505933566,56118.35285233824,102.42172290087522,319.32447874579,28.161623506059453,279.0377182853087,108.66486844699214,104.25172889223845
synapse-1.0,0.14777944181797198,0.16076038274749466,0.16830203295885698,290178.8703643621,57269.345382220585,253945.37299509547,143261.88454444194,50891.861562637714,105695.12160360854,82.13259695602386,89.39555495562357,220.5946071105473,128.05391312542787,182.4885113650459,202.37750101503318
synapse-1.1,0.5325450987841356,0.5891151275886627,0.6273297260776517,1186906.0881908606,1037004.3617351092,1980600.043447207,513908.5619424172,1898583.1091619218,628329.3934845809,324.618798772677,231.51537181704197,25.37833648913234,84.26622863597305,88.87935358059536,158.83905090565847
synapse-1.2,0.7729792097647982,0.7996756888164513,0.8690654534477409,227840.24888552265,275030.7174240424,267489.8800407117,45520.34044923718,308495.81984163803,107829.20338622326,270.5899449017614,208.59251933198647,89.3284692745955,324.7004589864926,364.94339103271966,128.49669391889648
velocity-1.4,0.5575490466080049,0.5603007852361463,0.5581343466569684,299392.49245108396,1179294.534944498,3397773.0870980863,24986.833817229137,4275355.914674917,36355.767277367166,23.53465967730805,231.59913531249762,104.37191392387474,118.55899270181592,101.43667759620443,79.86732623628839
velocity-1.5,1.8832536369738089,1.8879947103677357,2.147414422949582,365642.52600366995,48505.89796309378,127461.97422339395,76181.00198428276,65460.2212861576,54054.058902856756,121.20682783665079,458.06159869305725,34.913645258223575,115.83863609389508,192.3139799477661,116.0097613255359
velocity-1.6,1.3536443487563314,1.5422639546423242,1.4954557636955017,38307.1243315973,16038.036379581694,28727.6326862885,35554.6954298253,16011.010423254746,33503.00724422279,268.4697808281061,60.76582718444629,20.3660400442094,171.5653526227241,298.37723799368507,803.3241250510765
xalan-2.4,0.27611252612144244,0.2790821690707577,0.2947387321988568,1234573.030301084,1205620.7760261141,1855735.33943966,3788762.1236215034,2262824.7699487773,3418810.081564856,144.60671632840354,194.12032634853776,158.39961669552017,65.67072688449964,201.04703428479576,136.81585768014722
xalan-2.5,0.6173360846237074,0.6204058609982581,0.6190220358488683,372541.7917237153,695903.9139614721,221789.4375326053,101939.9241175708,298262.3077198034,168974.84402646296,33.114276911243856,355.33653741696884,59.46288154145083,552.791297490856,221.8152036735692,151.32504425837143
xalan-2.6,0.6642326020361844,0.6655814002769671,0.7069349068612223,1130091.0397988982,4074105.3064080463,673648.4115444545,935709.6454972285,749379.5448395391,989012.6109566805,910.3717402511197,66.1282288420029,273.49607070260305,1067.0728279538014,214.20513469977982,879.321131756958
xalan-2.7,0.4080097972428003,0.408650497112573,0.4301267355350448,3083876.249243482,7119373.4406505115,18638753.184738707,14227935.05533271,15683968.867675068,17748923.02744312,526.1623801042367,399.43381148108034,174.74986939382282,166.16327733265473,286.4275155068282,615.1103086351158
xerces-init,1.1973761476090454,1.4893785655554708,1.6728391474840132,2951888.803703205,4009361.6460564886,3804991.5603005886,10121381.203702074,2994445.8060395336,5340349.286369312,154.28662817804556,376.6050948964882,116.38627312646551,341.29400741949416,478.49116609922254,424.37709691833936
xerces-1.2,0.3635918901223477,0.37997296494444416,0.4094704065986344,468738.3384129756,787688.3824204811,2470528.4861826855,70995.9069263861,70588.2716835199,86218.25088288472,85.868844198722,326.2828903242165,131.83771134354006,149.43151213580725,178.6241766854391,378.9876187471222
xerces-1.3,1.4228244971097814,1.5153494325686496,2.019512259368445,69263.9924461194,185986.91392171234,42531.72261405016,21088.257465892068,13873.59136683277,24800.22967772598,167.04767715222343,186.02634846201656,98.35871115191242,286.10309715637163,108.31020044195023,301.9331304309007
xerces-1.4,10.262571460390095,10.926079473884897,11.394720493350386,941108.8336677791,1459794.283471671,2584789.7578955386,7599124.439588026,2847078.879643575,7534120.822993976,422.91441977787264,155.50332726396576,115.27960010135759,109.57358752684696,158.57849687411345,192.7169783084076
