filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_L1_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_L1_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_L1_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE,lasso,ridge
jedit-4.0_jedit-4.1,0.800528772,0.808135413,0.811946118,0.812669857,0.813009571,0.821074087,0.816731655,0.81036571,0.813260664,0.803748671,0.811990429,0.825564221,0.829655559,0.813836701,0.829315845,0.821827366,0.815166017,0.82717417,0.803320336,0.826745835,0.82467801,0.826155028,0.827277561,0.827129859,0.834603568,0.824589389,0.826982158,0.830453149,0.780810587,0.82469278,0.828414865,0.830098665,0.809833983,0.811503013,0.824781401,0.821679664,0.812138131,0.821783056,0.800750325,0.813275434,0.7902635,0.828680728,0.824515538,0.75335283,0.775522864,0.784517901,0.799162531,0.800196443,0.750849285,0.793187995,0.801813778,0.825948245,0.794650242,0.803984994
jedit-4.1_jedit-4.2,0.87131767,0.862963344,0.870058095,0.866793481,0.869878155,0.875173513,0.875944682,0.871831782,0.863940157,0.878489538,0.87671585,0.876921495,0.880340342,0.877255668,0.876535911,0.87337412,0.869646805,0.873117063,0.872680068,0.87172896,0.871163436,0.871291964,0.872037427,0.872448717,0.86756465,0.874350933,0.874685106,0.866536425,0.875996093,0.872911418,0.876818673,0.870983497,0.874093877,0.876278855,0.874865045,0.870983497,0.873836821,0.875867565,0.875147807,0.872525834,0.875302041,0.87319418,0.872217367,0.873631176,0.876458794,0.868927047,0.872705773,0.871369081,0.878386715,0.873297003,0.873528353,0.87442805,0.88046887,0.882576731
jedit-4.2_jedit-4.3,0.675304878,0.693766938,0.699695122,0.683773713,0.725779133,0.698340108,0.706808943,0.696138211,0.715108401,0.695968835,0.680386179,0.651592141,0.658536585,0.678014905,0.690379404,0.684281843,0.677506775,0.689701897,0.681741192,0.657520325,0.663109756,0.670901084,0.680724932,0.650575881,0.687161247,0.697493225,0.68699187,0.676659892,0.665142276,0.649898374,0.680386179,0.680047425,0.728150407,0.673780488,0.669207317,0.662432249,0.667682927,0.700372629,0.681571816,0.659891599,0.669884824,0.668360434,0.685298103,0.680894309,0.64447832,0.644139566,0.674627371,0.66903794,0.652439024,0.658705962,0.664634146,0.647188347,0.650575881,0.647865854
log4j-1.0_log4j-1.1,0.802752294,0.792617879,0.804245786,0.805952635,0.791764455,0.792724557,0.807232771,0.815446981,0.790911031,0.809579689,0.80019202,0.795711543,0.788990826,0.795818221,0.808299552,0.800085342,0.789204182,0.789097504,0.813526776,0.791124387,0.794324728,0.792191167,0.789524216,0.806592703,0.78877747,0.792937913,0.788137401,0.797098357,0.787604011,0.788990826,0.788564114,0.791871133,0.797631747,0.803605718,0.793044591,0.791017709,0.800298699,0.804779176,0.798911884,0.805739279,0.802325581,0.802005547,0.800085342,0.80349904,0.802218903,0.80947301,0.809579689,0.808619586,0.793577982,0.808832942,0.807766162,0.811073181,0.800832089,0.803285684
log4j-1.1_log4j-1.2,0.557086884,0.555549025,0.553727104,0.552414536,0.554207072,0.552610442,0.551934568,0.554677246,0.554500931,0.552492898,0.554099324,0.552541875,0.549015574,0.552767166,0.551875796,0.548653149,0.558654129,0.560064649,0.55728279,0.543873053,0.557370947,0.55288471,0.556009403,0.554677246,0.563395044,0.5597512,0.5574689,0.562395925,0.554324616,0.552953277,0.555245372,0.561896366,0.554780096,0.549084141,0.553119796,0.547889117,0.549103732,0.561945342,0.556802821,0.545577432,0.547693212,0.552336174,0.562160838,0.56132824,0.548658047,0.55516701,0.553825056,0.559457342,0.544862376,0.557929278,0.552865119,0.548545401,0.562229405,0.565574493
lucene-2.0_lucene-2.2,0.708707387,0.719386258,0.698214321,0.71455534,0.70218467,0.698537034,0.697422207,0.708590037,0.704032936,0.720794461,0.714349978,0.712843983,0.693794129,0.690205167,0.709704864,0.695710849,0.689843337,0.716912124,0.689833558,0.704971738,0.693114475,0.683037024,0.705734515,0.709978681,0.696033562,0.711044613,0.693129144,0.703798236,0.690459426,0.694801385,0.703964482,0.691779616,0.720843357,0.700473313,0.716071114,0.709783098,0.707406755,0.698835299,0.695432142,0.715054079,0.711474897,0.692679301,0.715983102,0.710340511,0.710027577,0.711934519,0.710184044,0.693578986,0.692180563,0.712765749,0.712697295,0.714305971,0.719259129,0.719073324
lucene-2.2_lucene-2.4,0.686476173,0.689950205,0.692298027,0.669005957,0.668889613,0.665180566,0.663323716,0.670867461,0.678750931,0.684060871,0.68004933,0.664161392,0.663579672,0.67826694,0.674595123,0.679886448,0.671826136,0.68858898,0.683116158,0.688263217,0.667256143,0.66864529,0.666623232,0.666502234,0.679807334,0.690911206,0.685349963,0.682674051,0.683209233,0.688570365,0.661774013,0.662551191,0.691851266,0.679802681,0.655295979,0.661727476,0.675600335,0.686513403,0.672300819,0.661248138,0.672235666,0.680900968,0.675404877,0.671537602,0.669666791,0.666241623,0.674385704,0.663747208,0.665771593,0.669634214,0.673240879,0.66533414,0.69422003,0.655724125
poi-1.5_poi-2.0,0.65788829,0.65066144,0.677119059,0.666911645,0.666503348,0.660460559,0.67581251,0.69614568,0.635309489,0.664257717,0.730279275,0.657602482,0.708639556,0.633268006,0.680548751,0.687898089,0.686509881,0.659480647,0.692879308,0.644292014,0.735097175,0.629838315,0.666421689,0.718520333,0.635636126,0.719377756,0.69500245,0.711620121,0.717948718,0.740037563,0.710395231,0.732402417,0.675975829,0.659970603,0.685611628,0.694553324,0.672382819,0.700228646,0.673934346,0.71411073,0.718193696,0.656050955,0.684468398,0.682263596,0.648538298,0.72129675,0.672872775,0.738853503,0.695084109,0.693369263,0.699330394,0.671402907,0.708598726,0.693287604
poi-2.0_poi-2.5,0.501581483,0.516663176,0.499790532,0.515652493,0.500115207,0.479938207,0.529419774,0.477723083,0.481564202,0.504953917,0.473947424,0.487803729,0.516432761,0.483140448,0.490552995,0.471402388,0.475607457,0.527330331,0.479912023,0.528176058,0.463348345,0.490532049,0.456221198,0.463576142,0.536107038,0.479068915,0.477479577,0.509991621,0.46245287,0.45707478,0.460290113,0.460426267,0.495197947,0.474960725,0.489919355,0.501112798,0.48315354,0.487458106,0.481315459,0.473418517,0.482556556,0.491191873,0.479529744,0.473727482,0.486442187,0.458897151,0.462138668,0.46353163,0.4866438,0.485651445,0.470025136,0.470313155,0.501298701,0.472659196
poi-2.5_poi-3.0,0.663660633,0.645511312,0.664117647,0.661755656,0.654076923,0.665443439,0.661723982,0.670208145,0.657972851,0.696633484,0.688257919,0.679848416,0.683961538,0.662022624,0.679809955,0.687475113,0.653067873,0.656782805,0.672361991,0.684312217,0.690742081,0.680074661,0.670570136,0.681140271,0.672386878,0.684533937,0.691739819,0.654366516,0.684988688,0.682472851,0.675343891,0.663058824,0.663475113,0.686520362,0.676348416,0.685624434,0.67290724,0.690570136,0.680004525,0.684841629,0.676208145,0.673371041,0.686751131,0.683312217,0.671461538,0.678167421,0.68111086,0.68610181,0.686040724,0.682402715,0.684067873,0.681803167,0.701531674,0.689058824
synapse-1.0_synapse-1.1,0.651105651,0.688279188,0.692328692,0.637091637,0.688097188,0.671762672,0.677268177,0.708344708,0.642551643,0.692465192,0.66971517,0.646032396,0.667121667,0.707821458,0.70984621,0.649422149,0.76003276,0.692465192,0.695377195,0.652288652,0.669078169,0.706888707,0.680544181,0.705569206,0.653972154,0.696150696,0.690554191,0.708117208,0.683911184,0.712712713,0.701110201,0.704704705,0.6995177,0.702111202,0.683774684,0.714760215,0.644280644,0.717854218,0.711256711,0.734188734,0.684502685,0.747611248,0.72977523,0.704750205,0.677950678,0.721994722,0.712849213,0.694148694,0.72954773,0.728205478,0.707616708,0.672172172,0.738738739,0.723587224
synapse-1.1_synapse-1.2,0.635452586,0.622548491,0.606519397,0.612311422,0.61955819,0.637580819,0.660317888,0.602128233,0.705980603,0.624622845,0.64143319,0.634698276,0.622952586,0.609563578,0.665517241,0.660533405,0.679606681,0.615247845,0.639951509,0.675188578,0.663065733,0.663389009,0.670972522,0.671605603,0.677801724,0.618157328,0.61330819,0.672817888,0.656169181,0.652855603,0.656411638,0.675592672,0.618049569,0.6203125,0.664358836,0.682139009,0.620932112,0.620851293,0.63359375,0.621417026,0.632920259,0.647710129,0.66953125,0.633378233,0.633243534,0.643938578,0.665355603,0.629983836,0.647359914,0.633539871,0.642564655,0.637580819,0.680994073,0.674865302
velocity-1.4_velocity-1.5,0.604187255,0.607462518,0.628398792,0.624883531,0.631377587,0.622060028,0.611754242,0.599175537,0.597862608,0.604963718,0.609749555,0.607250755,0.626027049,0.654431488,0.610413078,0.627692916,0.636346952,0.584366265,0.642982184,0.643250416,0.644372759,0.625984697,0.648586837,0.66180083,0.64203631,0.62897761,0.608916622,0.626062343,0.652476212,0.645142163,0.651826806,0.634059915,0.60660135,0.625123528,0.642022193,0.600001412,0.652313861,0.605895474,0.588827399,0.627869385,0.649433888,0.619744755,0.641429257,0.626450575,0.642135133,0.619794167,0.639410453,0.630347008,0.643236299,0.634963436,0.651502104,0.654389135,0.620224751,0.621227094
velocity-1.5_velocity-1.6,0.759595495,0.731349115,0.727625833,0.762146633,0.749827626,0.764628821,0.74750632,0.750172374,0.758768099,0.755067801,0.750632039,0.740128706,0.742748793,0.729901172,0.74343829,0.74550678,0.739646058,0.722960239,0.718593427,0.746357159,0.741806481,0.730567686,0.741266376,0.735325213,0.716915652,0.715605608,0.716685819,0.751321535,0.735991726,0.738267065,0.709446104,0.725005746,0.7102735,0.732245461,0.75527465,0.741760515,0.747621236,0.719455298,0.743277407,0.74871294,0.732888991,0.748322225,0.715467709,0.729636865,0.72553436,0.726097449,0.7309584,0.710491841,0.713077453,0.725224086,0.750448173,0.725281544,0.737002988,0.746541025
xalan-2.4_xalan-2.5,0.635373939,0.648514399,0.646166799,0.632587777,0.633850696,0.64940325,0.63997181,0.646678065,0.646035465,0.647882353,0.647425028,0.646797673,0.649135891,0.647250307,0.648969378,0.645150131,0.640966198,0.643223505,0.644251899,0.650620437,0.648634007,0.642476542,0.645704784,0.649288333,0.639263543,0.640827828,0.640504183,0.6424355,0.640330634,0.638279709,0.642616084,0.642137652,0.649848848,0.647521184,0.651305251,0.648310362,0.64107877,0.640571023,0.642261951,0.647505939,0.648524952,0.648638697,0.638910582,0.639221329,0.629127354,0.643556531,0.63755268,0.635559214,0.633528224,0.625743152,0.627123335,0.641919544,0.633345294,0.646776565
xalan-2.5_xalan-2.6,0.667314802,0.660319096,0.668505311,0.659727006,0.667401582,0.663064407,0.657883842,0.670444294,0.659486554,0.659859887,0.66283661,0.654954124,0.657167006,0.656338983,0.660975367,0.638494011,0.644540565,0.657365876,0.659350056,0.65624226,0.653507797,0.648008136,0.653739209,0.658047458,0.652733107,0.650846554,0.656911186,0.655037288,0.655334689,0.653695819,0.656690621,0.656610169,0.653839548,0.664390508,0.645527684,0.658849266,0.661797966,0.656167232,0.668828927,0.657064859,0.651865311,0.654475028,0.655120452,0.65340565,0.655638418,0.653448136,0.641195028,0.662569944,0.658932429,0.636958192,0.652715932,0.622668475,0.650838418,0.652946441
xalan-2.6_xalan-2.7,0.569958109,0.568562792,0.5704279,0.568138347,0.565882351,0.567864453,0.571413737,0.569280176,0.567399197,0.569613474,0.570157181,0.567843594,0.568626277,0.569091534,0.568866615,0.569163182,0.569506003,0.571471327,0.571014233,0.570831939,0.570255129,0.56915638,0.570156274,0.569902332,0.570051976,0.569694191,0.570671412,0.569899158,0.569560419,0.56989417,0.570181214,0.571249128,0.570974327,0.570886355,0.570141309,0.569684215,0.569319174,0.568453507,0.570426086,0.570404773,0.569533211,0.568560978,0.571746128,0.56995176,0.569596696,0.568719691,0.569331871,0.569726387,0.568082117,0.56890652,0.569675599,0.568667996,0.558750228,0.553838731
xerces-init_xerces-1.2,0.557766798,0.59013834,0.647351779,0.592905138,0.644249012,0.663162055,0.674328063,0.652351779,0.583083004,0.611007905,0.554703557,0.655256917,0.549644269,0.595573123,0.611501976,0.559822134,0.649743083,0.543280632,0.558833992,0.588241107,0.523636364,0.634644269,0.626086957,0.641136364,0.546818182,0.559416996,0.592411067,0.627667984,0.580019763,0.521264822,0.551215415,0.546027668,0.604673913,0.617509881,0.599407115,0.564486166,0.566561265,0.591482213,0.631383399,0.589407115,0.584288538,0.619664032,0.594071146,0.594891304,0.649822134,0.620039526,0.594802372,0.571640316,0.590918972,0.605464427,0.588043478,0.589525692,0.507094862,0.569881423
xerces-1.2_xerces-1.3,0.659861144,0.492845623,0.629676652,0.527868327,0.682050578,0.658625856,0.658854613,0.701134635,0.657550698,0.62611948,0.659003306,0.679820197,0.657790893,0.666357845,0.691406741,0.470398838,0.610489654,0.636104725,0.598022395,0.689896945,0.563194135,0.70691075,0.695490055,0.556394331,0.496002471,0.642304041,0.622036166,0.683537499,0.477564652,0.486617713,0.749122145,0.717959716,0.68209633,0.624781251,0.674347185,0.568987407,0.688833225,0.626273891,0.592417848,0.560443331,0.536892793,0.54633474,0.538511249,0.475345709,0.514234407,0.435055874,0.601184962,0.575758616,0.482282767,0.527914079,0.540129705,0.476638186,0.713687678,0.698612589
xerces-1.3_xerces-1.4,0.716545829,0.713327217,0.726760566,0.692752289,0.696920874,0.731882853,0.698126055,0.708161773,0.732193473,0.713058688,0.716831407,0.689749991,0.730721361,0.720549247,0.699494271,0.722635671,0.711014888,0.727605046,0.732070397,0.695741799,0.732124742,0.713683656,0.676705582,0.735664629,0.714243624,0.730874273,0.716566608,0.668721655,0.735976314,0.719327017,0.725169109,0.726352446,0.744186146,0.74407266,0.726892699,0.723917042,0.69723469,0.741581846,0.731656948,0.73248278,0.713135944,0.730327093,0.732666594,0.740361213,0.72203681,0.73305287,0.733046477,0.70172082,0.728065913,0.731899903,0.744468527,0.740727243,0.752378395,0.676693328
,0.691218053,0.685094266,0.696219914,0.68501602,0.69279957,0.694429157,0.695345009,0.692695344,0.692534462,0.698315725,0.693981633,0.694085383,0.696104089,0.693221226,0.698928614,0.689371752,0.692295703,0.696406468,0.69620672,0.690749681,0.691975389,0.698342455,0.697436123,0.694203197,0.688106428,0.701518793,0.697201331,0.697866925,0.688542642,0.692326417,0.698590982,0.700047935,0.698219578,0.696213693,0.695138566,0.690780062,0.689403641,0.696177811,0.690850861,0.685687893,0.685574989,0.692668108,0.697703968,0.685694357,0.68628497,0.687500655,0.693335871,0.691482352,0.68743644,0.692763715,0.695562149,0.688125759,0.698958096,0.688552667
