filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_L1_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_L1_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_L1_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
poi-2.0_poi-2.5,21,21,21,21,21,21,21,21,14,2,5,12,4,5,4,5,12,3,4,10,5,3,3,3,5,2,3,3,2,2,3,3,8,2,16,4,2,2,19,15,17,11,1,5,10,10,7,1,5,8,3,6
poi-2.5_poi-3.0,21,21,21,21,21,21,21,21,11,2,3,11,3,2,3,3,11,3,2,10,2,3,3,3,5,3,3,5,2,2,3,3,6,2,14,4,2,1,15,15,17,9,1,9,10,7,6,1,2,6,2,2
synapse-1.0_synapse-1.1,21,21,21,21,21,21,21,21,12,8,5,16,6,2,2,3,12,5,5,9,4,3,3,3,9,1,3,13,3,3,2,3,6,4,15,2,4,2,18,16,13,5,2,6,10,3,4,1,2,5,3,3
synapse-1.1_synapse-1.2,21,21,21,21,21,21,21,21,16,3,1,14,2,3,6,3,9,2,2,7,3,3,3,3,5,1,3,8,5,2,3,3,8,2,18,2,4,1,15,18,14,2,2,6,13,11,4,2,3,8,4,4
velocity-1.4_velocity-1.5,21,21,21,21,21,21,21,21,12,3,3,14,2,3,4,3,7,2,3,10,3,2,3,4,6,2,4,7,3,2,3,4,6,2,15,4,4,1,15,16,16,8,1,10,12,7,5,1,2,7,6,3
velocity-1.5_velocity-1.6,21,21,21,21,21,21,21,21,6,5,5,11,5,6,5,6,6,3,5,11,2,2,2,2,8,1,3,4,3,3,4,2,5,1,15,4,6,1,15,13,18,3,1,7,12,11,3,2,3,6,7,2
xalan-2.4_xalan-2.5,21,21,21,21,21,21,21,21,11,6,1,14,2,1,2,4,11,2,3,13,4,3,2,2,4,1,1,6,3,4,2,2,9,4,15,2,2,1,16,17,16,7,1,8,11,11,4,1,3,5,2,3
xalan-2.5_xalan-2.6,21,21,21,21,21,21,21,21,12,4,8,12,5,4,3,6,4,5,4,6,4,5,4,3,7,3,10,9,3,4,3,5,4,4,15,4,3,2,17,16,18,7,2,6,12,10,4,1,2,11,5,1
xalan-2.6_xalan-2.7,21,21,21,21,21,21,21,21,13,2,6,17,5,7,5,3,5,3,2,14,4,1,4,2,8,3,5,7,6,4,2,1,6,4,16,2,4,1,13,15,14,5,1,8,15,7,3,1,2,6,8,2
xerces-init_xerces-1.2,21,21,21,21,21,21,21,21,14,4,6,15,5,3,3,3,13,2,5,11,3,5,3,2,8,2,5,7,4,3,4,3,3,4,14,3,3,1,17,19,14,8,2,3,10,8,6,1,4,10,7,3
xerces-1.2_xerces-1.3,21,21,21,21,21,21,21,21,14,3,2,11,5,7,5,2,7,2,4,13,2,2,3,3,11,2,2,9,3,4,2,2,8,4,16,2,5,3,17,20,15,9,2,5,8,8,7,2,3,7,5,4
xerces-1.3_xerces-1.4,21,21,21,21,21,21,21,21,6,6,2,15,4,3,3,3,8,4,3,5,5,3,3,3,7,2,4,8,3,3,4,4,2,1,15,2,3,1,15,17,15,10,1,4,12,9,3,1,2,8,4,3
,21,21,21,21,21,21,21,21,13.13333333,4.266666667,4,13.63333333,3.366666667,3.5,3.633333333,4.133333333,8.933333333,3.2,3.2,9.633333333,3.266666667,2.833333333,3.166666667,3.233333333,6.5,2.033333333,3.6,7.133333333,3.166666667,2.866666667,3.333333333,2.933333333,6.066666667,2.5,15.2,2.933333333,3.266666667,1.3,15.73333333,16.46666667,15.66666667,8.166666667,1.3,6.866666667,11.76666667,8.733333333,4.066666667,1.2,2.733333333,7.3,4.266666667,2.733333333
