filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_L1_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_L1_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_L1_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
jedit-4.0_jedit-4.1,11142.76385,29515789.35,1217661.239,4260.449828,8011.95298,604.9812075,14071.96534,2941.709108,1309.18214,2287790.077,2725291.026,1747.167972,343.0791786,67.36391441,356.3967122,605.8254803,17117.1309,340643.7295,3950688.118,215.2214107,4.413410836,234.169779,14.13311948,3.651605034,325.0403389,167167.5721,86.5041011,98.39771508,6.291383025,41.81554578,249.8467939,3.819957124,27240981.31,2922008.952,5901.069962,1006.986285,1750.147866,2.183044038,3.831092843,5.052716152,1.771554749,2.281971193,4.048076923,3.73898443,1.976634375,2.804210147,2.01378105,4.047481338,4.048052551,1.935882234,1.728230464,1.737358021
jedit-4.1_jedit-4.2,8257.603593,12711369.38,733610.3715,9421.28103,25869.86444,4078.455604,12323.38528,19828.92235,3239.442441,64315.57609,1029.843622,8994.233577,3156.938857,182.3887734,1987.49622,59.7878155,1271.140268,300979.9191,2.101644922,126.9879788,6.282431275,1.97856912,102.607694,6.256433031,2729.693705,565270.7558,1.175176765,10459.96426,684.1579755,0.677359476,3414.901523,263.9781236,85557.74914,201.934881,2036.887515,1.758414951,428.8619793,1.189985206,0.732255283,0.717181503,1.175193447,0.713857106,1.191397235,3.258000822,1.299233989,2.003748477,1.092344219,1.204359397,1.200678094,1.112555318,1.008828126,1.117149308
jedit-4.2_jedit-4.3,6392.794871,2726410.144,196969.6835,24877.66754,14644.55612,96452.21213,36992.74039,29449.90749,9411.558742,85807.32979,27.66889505,1394.773803,10.81916227,142.1729486,321.8167919,18794.11302,419.6650553,208782.2825,0.191234058,375.3389249,59.39251484,0.045232285,63.97623646,11.11618346,3226.851916,5782.636603,1446.361785,2056.867117,4.047957093,195.4888424,9952.757569,0.679470987,144665.6415,4830.855248,2303.436396,0.38304842,415.2466315,0.053297615,0.027973502,0.200064976,4.158006579,4.791942094,12.53783047,0.079097836,0.756994188,0.039583714,0.657711453,182.1928687,0.028434097,0.616872335,0.565378846,0.028162762
log4j-1.0_log4j-1.1,2545.422073,56590.94875,456.4723179,2853.998333,2589.371116,4677.312333,2394.493405,1013.688468,881.1091366,675948.3744,1.875834363,1196.64732,8.917952309,3.106694221,1146.717466,20.12252955,1253.770994,12227.8714,2.200959817,91.36831493,1.350390307,1.645201341,262.3257751,1555.637705,704.9976873,6880.207921,5.051346159,76.18899763,1.366931987,1.593426128,2736.41292,2.327416296,60558.16837,57.14722854,1034.43471,129.9442416,146.6291019,2.852202755,50.38769556,0.92140687,1.037496428,6.642464708,2.877514755,2.878994556,4.1538263,2.592642186,1.094366648,2.880642819,2.406854816,0.964861533,1.145596191,1.103649554
log4j-1.1_log4j-1.2,686.514727,1604902.902,2081.547806,7030.592386,2048.083834,1589.386991,19020.58735,953.4993205,6154.512223,48637.82343,51.55542639,1057.213875,151.0640035,5.808594078,9.993486851,5.871254816,1102.446141,30068.5839,24.99318694,3147.37321,39.49457434,35.91714319,282.1639025,11.81458596,213.7521609,165960.8235,11.51608397,3310.94365,5.358678316,325.9634822,141.1721442,8.550251847,654064.8304,125.417915,2147.102305,274.1175113,1532.440664,8.168712062,5.25611451,33.25978743,4.333305908,4.702907481,8.204878037,13.1884319,4.713631415,5.403494464,23.78375248,671.2572375,7.184286502,5.152521943,7.792962017,4.421616438
lucene-2.0_lucene-2.2,752.6811218,728823.7568,11082.83961,869.5441775,9064.747017,1701.089136,2933.704448,1961.444563,3197.250336,184193.157,10.02555545,1928.391285,1837.306774,127.5004468,7.681527714,471.4353412,525.1758697,368971.2432,12.64170128,1767.113867,10.67039593,13.39392135,8.495440265,782.0112403,1020.527028,75766.2982,15.8808542,610.229588,20.1988153,8.923742201,423.6611998,8.163037329,558109.6561,1928.981038,1307.563275,340.8540651,920.8017407,15.93385865,14.79333134,17.48372473,7.875530923,113.4963955,15.91865958,15.90208713,7.56113159,11.06074944,8.368963826,15.80487992,15.54611876,7.155961852,8.227914447,7.9829167
lucene-2.2_lucene-2.4,11863.32809,18646700.74,509894.151,1166.344067,7272.787526,21389.49287,13893.89983,6820.21715,3870.548587,865704.2706,4914583.779,3516.116692,16.8462673,226.6765219,4461.70627,4.911845199,4664.787623,142742.9521,611.4932712,2332.686777,13.96181571,4.167064089,5.732757889,15.08756286,2371.676536,820.3642791,471964.8284,2998.841158,2888.386321,5.173356089,49.51713467,5.065945686,11797778.06,4732084.983,10197.32328,1778.109494,239.1499352,150.4600887,53.53950437,9.124192055,7.496714639,5.802727521,8.861457303,5.589846327,1569.948755,5.321544588,5.723177707,12.28233185,12.00598632,5.652172269,11.31974443,4.562897931
poi-1.5_poi-2.0,75753.69907,3314143.287,209452.1405,30783.66408,21844.77523,1995.814351,13342.05044,10097.20072,6796.227639,11352990.8,89.31400175,2355.195477,9832.709158,165.8183955,1453.573354,1667.795812,1559.382607,15172431.82,1946.774906,8468.219083,39.89846011,36.66745409,13.91608495,38.43799259,1540.53576,18781.94418,23.12072516,2023.672349,1.350445806,77.9462006,14.43866576,373.9167706,675244.4473,10249.85685,1150.883017,566.5193212,267.8366506,0.136719047,4.95407239,9.851313121,7.821891721,2.835306638,0.136942672,1.279101799,2.878174957,11.6742059,10.98402913,1.241058419,0.44199006,11.03575535,0.677522107,3.767288812
poi-2.0_poi-2.5,9515.029393,1015406.065,687.4987696,10922.0572,12844.96966,293.1540825,19558.48302,3006.552608,3419.536405,6615.251045,55.1203011,5937.327259,5108.603143,32.71969727,304.7928742,4.274572387,2879.389439,21420.38146,139.4394533,1948.067467,1609.577644,8.605266868,8.446220746,3.385037908,1549.081873,23373.04482,5.348623087,16.17975857,5.062638007,3.556251114,3.63436957,3.000952387,79420.92333,67.63905958,11359.81481,97.96760681,530.0944013,4.445318839,3.418879388,6.380040113,3.46517579,4.98865105,3.651946884,3.503891189,20.73732646,3.65077105,2.795657783,3.651940165,7.618822367,18.78126217,3.643953676,18.75336231
poi-2.5_poi-3.0,2016.745002,1062019.627,211721.5203,20107.96483,1816.785385,625.9618285,10396.21285,307.7718518,1333.281464,47259.37769,2.71703364,744.2420061,208.4533587,3.827184788,114.9461327,77.44757888,1088.347412,5398021.942,9.735341726,791.7644064,3.087990134,18.14418352,4.015427876,115.1027399,56.70329616,19024.83027,4.96455048,97.09328764,3.824646445,3.828811774,3.698328891,4.054362798,12053893.54,92.44729018,5248.393219,175.3953514,195.4194936,4.929868924,3.953877499,3.608487857,3.304273745,3.288843856,5.017119795,3.26540556,3.395357437,2.771882251,3.296530597,5.040585934,5.040723982,3.362065546,4.819933552,2.230494276
synapse-1.0_synapse-1.1,3378.159484,16069119.4,85872.79341,10366.67567,1600.827292,675.2263245,2154.366824,921.6034597,1285.773525,23801808.92,303.8002238,1583.78826,2560.964894,1.094886247,1.623867267,1.757711131,279.7370363,18611061.51,219.720708,487.7489454,7.890881433,1.062779367,8933.7705,4.359021508,464.2178922,8188930.773,428093.4212,2947.098032,2.501806614,16.2558443,0.776130495,0.955893595,4945745.347,784193.1673,386.9623202,2.357179149,2791.652655,5.609795576,0.812189246,1.47123893,1.075684123,0.963612891,1.025466301,1.094796162,0.879916297,1.096009587,0.824632066,1.103573557,1.094472696,0.861433896,1.103720645,0.878277874
synapse-1.1_synapse-1.2,4503.097756,4931389.097,83177.55365,3998.895278,3903.687118,842.9696652,2149.694005,362.9482025,1380.854582,569222.0676,3.395617627,979.7438146,66.36134706,1321.17166,597.2161043,41.57351352,71.1110676,683275.5362,39.57787933,1087.722027,1.325478843,1.640761184,1.163026798,1.346273139,410.0041921,14907.82877,6.110111578,302.9106046,1.288610843,1.172861464,0.959065413,1.164929171,4505592.706,95.10015566,1289.776299,75.95159058,348.1729639,1.453953018,1.441336043,1.996404059,0.907913315,0.971975164,1.686396415,1.390181574,2.610666683,1.371828453,1.287329581,1.453214232,1.17038107,1.038853423,1.302066988,0.973281298
velocity-1.4_velocity-1.5,1902.602161,5939466.748,63959.00194,10318.59822,16813.67243,40335.8267,5678.906615,1859.305062,5619.850117,4172.639475,637902.0246,4170.515786,341.0569902,5.097149956,987.0463362,4.329717125,942.7889634,24655.85939,5.254893171,2624.43209,3.722558404,4.445889895,6.014715694,5.707114603,1384.298249,6030.056148,16.96782797,1245.444519,4.238243312,4.284053312,5.678818489,4.862152278,43268.02342,57.45308101,468.2689376,103.9698416,84.17743246,5.5860112,5.931334086,4.084427523,4.820692763,5.316915522,6.088785044,6.004978132,3.901799332,4.847812468,5.195482479,6.088785046,6.088785025,5.007633902,5.266788238,3.730427838
velocity-1.5_velocity-1.6,3445.683092,6034030.038,672668.3808,1043.265626,4483.308247,491.6938269,3458.775261,1642.948562,582.4651639,4292109.811,1859.256163,2920.851746,24.64950892,2033.209099,24.41314899,69.36770347,114.5721987,16001648.78,207570.3143,1489.01061,490.2432122,3740.772972,9318.910955,1510.934958,385.0886137,39506.95809,203515.1355,358.4977776,26.19576629,1321.766376,3.06404097,216.6230538,43429020.44,1134074.411,1012.490922,8.457176489,2011.137802,71.10288147,8.056016511,3.159070876,1.949993345,2.373164391,3.763934851,3.753893614,3.770266092,1.929343331,3.096396318,3.489122908,2.481577878,2.43177604,2.053615491,2.218374768
xalan-2.4_xalan-2.5,12233.26814,3145866.63,171014.0926,17192.03128,5599.324878,7446.126148,12519.94825,8872.992225,3861.075596,5788535.136,25885.80877,4224.061919,30459.62411,4597.461221,29146.21688,96.93369168,33749.47916,7003734.819,5829.609063,63610.21046,14846.91276,2918.526305,2759.684051,547.0484212,1694.813625,4591.795294,75.40283105,7994.117767,25584.53785,13128.41383,9.870352936,2177.39944,3693310.824,431621.3719,7616.12951,6329.424674,3346.601805,1.248914055,1.084294236,1.042136721,203.6468566,33.14936378,1.281860727,1.125640095,1.18844901,136.2139991,32.28275821,1.306350995,0.903166546,1.000984254,1.273722746,3.056868795
xalan-2.5_xalan-2.6,35032.24326,2923715.853,17479.6208,47740.94703,71061.51171,1510.579054,3835.154368,11362.88135,2037.271438,70065.39049,55509.50057,8935.557905,734.1609255,1591.681929,1376.085289,95.14390136,120.4870949,107482.959,1.032499824,582.9238423,107.9213704,22.83382619,12.6400406,10.5676664,4104.88107,206734.1888,859414.7236,7297.927841,14.5398895,13.77195781,33.43557362,27.55458407,144526.992,8225.785828,4044.258394,829.1974649,1930.801838,200.2615681,129.0525931,97.3833882,1.086586376,1.20538702,1.050376886,1.058885112,0.805736139,1.119259698,13.44255068,1.423512568,1.501664372,0.824487037,0.940680373,0.872355653
xalan-2.6_xalan-2.7,59724.01812,1404557.697,125631.4763,12420.87052,11389.29976,7305.127294,11836.29018,11197.64336,2263.722962,506767.6005,8712.725359,87429.98226,25.00354851,33070.82702,2926.361012,12796.56461,3060.577216,11911755.73,1547296.341,353978.8503,1134.850075,704.8446238,18883.61752,406.9723491,11845.9361,2956941.672,26002.03282,19005.80667,386.013912,6702.136602,251.5359097,8.154605263,1845208.393,2156760.388,3533.688522,87997.55814,3801.876009,2.317579087,219.0233165,1.914766513,1.769338533,3.508874309,2.290487218,2.116126714,0.917428696,1.427871413,1.341989406,2.317605939,2.315273384,1.059814639,42.96694737,1.764647088
xerces-init_xerces-1.2,60411.33682,1051461.555,101341.4538,11983.9142,16727.9502,3181.902393,9525.023272,7288.946509,946.0266756,2532454.108,834.6125716,849.3211165,1104.425548,22.07428565,0.901389492,401.9661136,4990.139762,6416.075797,674.2367,2662.959443,8.140835763,54.81822615,2.982316311,9.175195258,725.0388013,64046.74284,4.857117559,4357.99764,6.560588151,122.1265411,9.212686768,0.959664957,1596391.484,609.3137982,1024.303795,627.5146709,1627.85375,0.488636152,3.747334306,105.1685843,1.645288216,0.680912736,776.8227469,0.477448941,1.539220344,1.705896634,41.26189666,0.488636363,0.470441305,0.687636375,10.01416341,1.313599193
xerces-1.2_xerces-1.3,12454.62192,1003200.97,3397.034538,11345.24466,9967.573836,1510.078759,2116.719331,4120.044733,1573.316876,3808.86476,26.45448591,583.6817953,310.1903383,43.62906367,1612.046223,3.783515041,417.433564,311928.7153,35.32977765,1425.716501,12.12837148,4.276665135,3.790523606,18.12038047,893.8990162,5337.287804,31.08075976,471.9405442,5.77695675,6.473766342,4.100853484,10.46248673,56626.45517,350.8155034,2700.977622,21.23577717,225.8271996,37.089881,3.596371523,3.589487946,3.795708467,4.193356996,3.781448426,3.781451918,3.780911484,3.778464956,3.780187821,3.994960556,3.781926829,3.683625038,3.50579399,3.630199715
xerces-1.3_xerces-1.4,2427.643201,25893390.82,299454.6857,4563.592286,2817.428212,144.3851013,1957.194034,802.3978224,145.2012304,7408869.982,2144145.607,1618.339587,3980.348254,98.64001152,23.79761959,62.81163127,3021.071428,55056.20815,18.38688747,185.7098453,176.7052146,27.14567036,27.80867355,34.26098043,305.1769789,40956.17556,9175.310048,158.6849418,29.63350099,14.39549138,56.99101261,25.75981171,6922.407666,1549.976384,584.6399698,1248.304255,37.33052075,34.61484251,29.86623424,25.84630816,33.33888063,32.89087086,34.61564608,34.61564545,27.74567046,25.61540834,28.04898128,34.61563345,34.61564351,24.17929326,28.21240316,27.27632064
,12637.22269,7233516.753,185293.0546,13925.2853,13945.89028,7492.368104,15055.52131,12597.483,4300.972722,2190943.091,381650.054,5445.99944,2337.501245,1474.712785,2196.563952,3669.422937,3929.009291,3798570.122,190544.5198,15320.40493,765.0934981,446.093596,1409.463934,200.7857956,1725.811631,1059828.376,74483.38802,2902.512729,1373.121061,960.6606263,1065.890473,218.5374149,5681102.256,475205.9808,8085.87263,3557.260957,1368.04219,5366.553519,20.83606184,13.38561991,12.88120266,8.99962585,30.65056374,4.562011692,56.96879488,9.394238473,8.202392595,32.52126291,4.560418359,4.927710746,6.585999494,4.418039889
