filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_L1_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_L1_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_L1_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
log4j-1.0_log4j-1.1,0.771175592,0.792617879,0.796778323,0.791764455,0.786217197,0.75602731,0.765521656,0.782910177,0.790911031,0.819607425,0.785630467,0.805525923,0.78984425,0.756774056,0.757200768,0.791337743,0.782163431,0.756774056,0.773042458,0.754960529,0.764668231,0.771388948,0.784457009,0.792084489,0.774535951,0.800725411,0.788990826,0.78002987,0.78440367,0.792244506,0.78659057,0.783550245,0.80296565,0.756774056,0.784830382,0.800725411,0.773149136,0.756774056,0.79528483,0.806165991,0.79859185,0.804672498,0.756774056,0.790857691,0.804245786,0.798378494,0.801685513,0.756774056,0.783496906,0.814060166,0.797845103,0.793471304
log4j-1.1_log4j-1.2,0.555284553,0.555558821,0.556518758,0.542021746,0.569693408,0.565246351,0.547595259,0.566666667,0.54726222,0.555950632,0.561906161,0.557772554,0.543500833,0.559525909,0.560152806,0.547546283,0.555558821,0.546361054,0.560319326,0.554079734,0.56220002,0.549711039,0.554980899,0.558438633,0.54939759,0.545915369,0.559888334,0.557782349,0.55844353,0.559173278,0.560652366,0.559241845,0.558908806,0.557963562,0.547791165,0.557694191,0.532226467,0.563938682,0.559369184,0.535018121,0.558330885,0.557743168,0.563938682,0.55184641,0.548658047,0.558987168,0.557792144,0.560720933,0.560035263,0.563806445,0.556744049,0.561435988
lucene-2.0_lucene-2.2,0.705460697,0.719308025,0.72393358,0.691261319,0.668642062,0.703778677,0.669473293,0.702478046,0.687555008,0.709616851,0.712912437,0.68236226,0.71444288,0.714066381,0.707206282,0.717342408,0.684034501,0.71539635,0.704575681,0.700600442,0.706458174,0.703323945,0.716545405,0.70602789,0.691197755,0.716203133,0.69581353,0.680249956,0.699270473,0.716203133,0.693383403,0.716853449,0.706702654,0.714574899,0.710663224,0.693226936,0.716203133,0.716203133,0.716325373,0.70988089,0.714271744,0.693872362,0.716203133,0.714760703,0.712345244,0.707025367,0.713127579,0.716203133,0.695319682,0.711514014,0.715987991,0.716203133
lucene-2.2_lucene-2.4,0.662509308,0.690057241,0.682003909,0.603625279,0.589384773,0.672770849,0.651805659,0.67907204,0.650935406,0.677862063,0.668433544,0.651093634,0.674541605,0.673054728,0.681059196,0.688319062,0.643158972,0.695108898,0.680875372,0.690203835,0.694811057,0.695341586,0.687849032,0.675237342,0.615864669,0.686452904,0.674271687,0.624148362,0.686452904,0.695108898,0.690913533,0.695108898,0.689049702,0.676428704,0.636983433,0.697012286,0.687413905,0.695108898,0.681482688,0.665855361,0.682083023,0.669880864,0.672824367,0.67379933,0.663644825,0.671439873,0.650134959,0.695108898,0.669252606,0.678992926,0.669243299,0.695108898
poi-1.5_poi-2.0,0.658419076,0.65066144,0.674832598,0.678588927,0.621917361,0.717295443,0.706679732,0.652294627,0.654417769,0.647640046,0.676465785,0.611056672,0.631308182,0.750204148,0.635799445,0.693124285,0.626081986,0.65907235,0.680793729,0.673526049,0.73689368,0.699697861,0.702433448,0.70214764,0.637269312,0.702678426,0.664298546,0.672056182,0.711293484,0.658582394,0.728033644,0.747019435,0.696962273,0.714029071,0.658745713,0.722603299,0.726645435,0.658541565,0.693287604,0.710926017,0.667074963,0.716152213,0.658541565,0.686346562,0.667564919,0.687653111,0.746856116,0.658541565,0.695084109,0.692471011,0.676955741,0.675730851
poi-2.0_poi-2.5,0.497714181,0.518323209,0.509363217,0.522962924,0.537625681,0.527215124,0.490338291,0.490319962,0.548481357,0.46440354,0.499078341,0.495281734,0.495137725,0.458017386,0.505506389,0.441781001,0.497381651,0.498701299,0.465812212,0.438683494,0.495897047,0.445239841,0.507425639,0.461599288,0.482310432,0.45388563,0.470760892,0.50726592,0.446860599,0.452908986,0.449358504,0.473897675,0.503424801,0.45433075,0.504592585,0.451118035,0.446860599,0.45658253,0.491348974,0.476188731,0.48042522,0.460839966,0.55756703,0.47065354,0.470988689,0.481417574,0.535554566,0.55756703,0.460572895,0.476290846,0.46744868,0.48023408
poi-2.5_poi-3.0,0.637588235,0.645511312,0.665045249,0.653918552,0.608864253,0.642968326,0.623461538,0.693841629,0.6530181,0.698850679,0.688819005,0.667400452,0.680273756,0.675278281,0.680409502,0.692701357,0.629766968,0.687400452,0.700271493,0.643708145,0.649445701,0.676710407,0.673497738,0.692588235,0.61591629,0.690248869,0.683226244,0.581285068,0.675988688,0.675472851,0.678319005,0.673717195,0.672846154,0.68638914,0.660443439,0.676441176,0.68638914,0.670269231,0.681438914,0.678502262,0.677633484,0.682393665,0.670269231,0.684959276,0.689812217,0.682153846,0.686918552,0.670269231,0.686959276,0.688728507,0.689624434,0.702253394
synapse-1.0_synapse-1.1,0.604923105,0.688324688,0.696241696,0.686595687,0.592820093,0.680726181,0.621985622,0.663800164,0.591819092,0.69014469,0.711347711,0.618300118,0.66016016,0.711802712,0.708253708,0.708936209,0.71971972,0.691737192,0.69037219,0.726976977,0.7003822,0.714396214,0.712803713,0.716625717,0.695240695,0.710528711,0.690781691,0.612112112,0.713122213,0.715078715,0.705159705,0.711666212,0.699381199,0.695877696,0.625125125,0.690895441,0.705273455,0.717899718,0.679088179,0.736008736,0.685913186,0.719082719,0.715351715,0.720857221,0.708572209,0.712007462,0.716034216,0.710528711,0.715306215,0.717217217,0.733051233,0.718855219
synapse-1.1_synapse-1.2,0.629364224,0.622548491,0.657570043,0.595123922,0.618265086,0.690059267,0.646457435,0.706101832,0.694342672,0.646390086,0.650296336,0.670959052,0.653569504,0.659078664,0.685533405,0.666311961,0.625619612,0.636260776,0.649932651,0.675080819,0.653987069,0.649326509,0.65544181,0.666783405,0.660466056,0.650296336,0.655818966,0.671619073,0.673706897,0.65466056,0.66796875,0.655172414,0.631357759,0.654512392,0.642807112,0.652276401,0.64216056,0.650296336,0.649919181,0.67421875,0.672521552,0.656142241,0.65466056,0.643561422,0.637715517,0.629094828,0.671753772,0.649515086,0.649420797,0.661368534,0.673841595,0.642672414
velocity-1.4_velocity-1.5,0.610533077,0.607462518,0.603749612,0.639128102,0.602069628,0.598836717,0.655476184,0.600290821,0.58200864,0.641457492,0.37107886,0.647217438,0.662005534,0.635874015,0.655123246,0.653471497,0.636318717,0.63192817,0.640610441,0.637786938,0.653083265,0.655878533,0.664285513,0.658567919,0.594912048,0.640292797,0.635739899,0.618262416,0.647916255,0.637109298,0.660939662,0.658525567,0.586985064,0.651699749,0.605500184,0.66446904,0.66799136,0.633304628,0.60228139,0.626267047,0.625236468,0.611097778,0.633304628,0.611457775,0.635725781,0.656647937,0.620634159,0.633304628,0.652786797,0.647175085,0.646130389,0.653633848
velocity-1.5_velocity-1.6,0.7206849,0.731349115,0.722132843,0.732084578,0.730797518,0.736313491,0.717513215,0.701539876,0.747885544,0.722891289,0.725982533,0.726798437,0.733015399,0.723879568,0.722638474,0.719374856,0.661641002,0.718202712,0.719696621,0.717398299,0.71169846,0.716203172,0.715881407,0.716180188,0.651436451,0.655090784,0.716042289,0.721569754,0.720236727,0.715456217,0.705148242,0.711376695,0.715099977,0.711905309,0.733371639,0.692909676,0.701172144,0.711905309,0.714594346,0.747414387,0.719558722,0.737209837,0.711905309,0.719627672,0.731728338,0.724546081,0.716628361,0.710491841,0.713019995,0.725293036,0.714663296,0.717789014
xalan-2.4_xalan-2.5,0.634569517,0.648514399,0.640056239,0.62767916,0.619290185,0.635139414,0.638502508,0.631274435,0.633637278,0.642001628,0.633266728,0.605903474,0.630512227,0.631613324,0.63007601,0.633068554,0.635105407,0.636050545,0.594744754,0.640631999,0.633514152,0.629480315,0.63107157,0.626959167,0.602994186,0.542627341,0.633266728,0.619528229,0.634398313,0.635362213,0.633306597,0.633219823,0.647257342,0.634660982,0.633894084,0.631815016,0.628672375,0.633266728,0.63948986,0.615678494,0.634820459,0.638340686,0.633266728,0.636411714,0.637107082,0.638759314,0.636891319,0.633266728,0.629575298,0.63824453,0.626847767,0.636778746
xalan-2.5_xalan-2.6,0.669108249,0.660319096,0.659011977,0.642494915,0.642757062,0.671463955,0.65048678,0.567170169,0.642290621,0.652264859,0.679843616,0.637782599,0.645347797,0.659612203,0.659843616,0.649460791,0.566856497,0.657365876,0.648220565,0.596144633,0.655886102,0.64292339,0.656695141,0.648584859,0.621142599,0.661769944,0.688404972,0.647710734,0.656788249,0.642712768,0.662887232,0.65435661,0.661588249,0.650679322,0.644461017,0.65015774,0.659046328,0.691845424,0.679468475,0.65188791,0.678670282,0.659770395,0.639136723,0.640213333,0.648343503,0.613805198,0.664803616,0.694338531,0.687897853,0.64484791,0.632101243,0.636751186
xalan-2.6_xalan-2.7,0.563289429,0.568562792,0.57136975,0.563343845,0.554089951,0.569265212,0.561393938,0.563808648,0.536794735,0.568935995,0.57102965,0.570524489,0.570891343,0.571753837,0.567428672,0.571536626,0.534463463,0.569106045,0.56948741,0.568849836,0.568117941,0.569925459,0.572131121,0.568808117,0.535213497,0.570454655,0.570376205,0.538855287,0.570598857,0.568999027,0.568959122,0.569925459,0.570290046,0.570106392,0.543847501,0.570036105,0.53887796,0.569925459,0.569186762,0.570942585,0.56791116,0.57113032,0.569925459,0.56687771,0.567811851,0.569027142,0.567600989,0.569925459,0.567339793,0.56752254,0.569189936,0.568821721
xerces-init_xerces-1.2,0.569604743,0.59013834,0.621067194,0.641541502,0.549288538,0.664782609,0.703003953,0.601709486,0.608616601,0.63944664,0.573359684,0.650790514,0.515326087,0.561590909,0.515602767,0.506245059,0.64326087,0.491284585,0.567588933,0.555098814,0.511067194,0.579120553,0.587786561,0.509407115,0.609071146,0.552341897,0.511205534,0.551146245,0.552924901,0.553458498,0.565,0.538932806,0.635019763,0.588804348,0.642529644,0.541047431,0.515474308,0.47993083,0.603043478,0.538379447,0.579782609,0.518754941,0.505286561,0.531314229,0.594881423,0.519743083,0.598863636,0.47993083,0.524565217,0.571185771,0.508023715,0.506185771
xerces-1.2_xerces-1.3,0.625650528,0.492845623,0.637991971,0.53967791,0.674444406,0.499125004,0.633508332,0.468688879,0.721236661,0.463530408,0.275160416,0.599881046,0.567185945,0.745427718,0.653478823,0.533089707,0.674038363,0.197983507,0.449095838,0.687494996,0.533032518,0.259810818,0.460064738,0.537344588,0.513776893,0.36259136,0.533118302,0.626005101,0.455226527,0.405957977,0.533089707,0.517053838,0.674684601,0.588397442,0.556611651,0.532512096,0.645472326,0.346263826,0.622139107,0.608636722,0.462203617,0.595580414,0.344142104,0.475345709,0.542165643,0.439751112,0.601184962,0.344142104,0.482282767,0.600344279,0.628664402,0.390345309
xerces-1.3_xerces-1.4,0.661470854,0.713319758,0.713002745,0.674870637,0.671897644,0.731987281,0.674717725,0.716162217,0.608080576,0.712336219,0.719639767,0.646420473,0.714426372,0.688126034,0.729796963,0.731061284,0.636658611,0.736577306,0.743413594,0.679272053,0.716057256,0.753084881,0.753605421,0.712789627,0.704061386,0.729813479,0.755066876,0.671336611,0.732142857,0.752210565,0.727012045,0.718653564,0.529031443,0.730209346,0.632306745,0.757915196,0.693864764,0.730209346,0.744942181,0.72252112,0.729072895,0.729850775,0.730209346,0.737838964,0.743991143,0.759929692,0.743510029,0.730209346,0.734863306,0.735781844,0.746623681,0.741740619
,0.671545558,0.685162156,0.689052941,0.6622594,0.665333441,0.679868222,0.668805062,0.67593202,0.676939146,0.673868418,0.67861398,0.678958778,0.687774192,0.699209027,0.693151563,0.696802091,0.66645003,0.675322496,0.691494791,0.671154873,0.692285437,0.69142668,0.693958236,0.695803898,0.655459537,0.679553269,0.697133281,0.674776607,0.695909054,0.694700602,0.698300108,0.699369417,0.685994449,0.698106269,0.664227863,0.689854102,0.685477175,0.688315592,0.697946605,0.688975725,0.691588981,0.692164885,0.688491839,0.689413055,0.693911765,0.691050035,0.702395881,0.69019573,0.689761503,0.698686912,0.696418668,0.69007096
