filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_L1_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_L1_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_L1_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
jedit-4.0_jedit-4.1,21,21,21,21,21,21,21,21,13,5,7,11,3,2,4,8,10,4,2,5,3,4,3,5,4,2,3,4,2,3,3,2,8,4,14,1,2,2,16,18,13,8,1,4,12,7,2,1,2,8,7,1
jedit-4.1_jedit-4.2,21,21,21,21,21,21,21,21,13,2,5,14,4,2,2,4,7,3,4,5,2,4,6,2,6,2,2,10,5,3,2,5,6,1,15,1,1,1,16,16,14,2,1,5,11,8,2,1,2,6,2,2
jedit-4.2_jedit-4.3,21,21,21,21,21,21,21,21,12,5,4,15,1,5,3,4,4,3,1,9,3,3,3,3,4,3,4,6,3,4,4,2,4,1,11,1,5,1,18,15,18,10,2,9,12,9,3,2,2,7,4,2
log4j-1.0_log4j-1.1,21,21,21,21,21,21,21,21,13,4,3,13,3,1,3,5,9,3,4,9,4,3,1,6,3,2,4,5,2,3,6,2,7,1,19,1,1,1,17,20,16,12,1,8,11,9,4,1,4,8,5,4
log4j-1.1_log4j-1.2,21,21,21,21,21,21,21,21,17,8,3,12,3,3,4,3,8,3,3,10,5,5,4,3,3,2,3,11,4,2,5,4,8,2,15,3,6,1,17,17,17,10,1,7,13,11,6,2,4,8,5,2
lucene-2.0_lucene-2.2,21,21,21,21,21,21,21,21,15,7,3,13,4,2,6,4,9,4,4,13,2,3,2,5,6,2,2,7,3,1,3,3,7,2,16,4,1,1,15,15,17,6,1,6,12,11,2,1,3,8,6,1
lucene-2.2_lucene-2.4,21,21,21,21,21,21,21,21,14,5,4,15,2,4,4,4,10,4,6,5,5,2,4,4,5,2,5,9,6,1,3,1,8,6,16,2,1,1,17,16,15,9,2,7,12,7,6,1,2,6,4,1
poi-1.5_poi-2.0,21,21,21,21,21,21,21,21,14,6,4,15,3,4,5,7,11,7,4,16,4,2,2,3,11,2,3,5,3,2,3,4,4,1,14,1,2,1,16,17,13,8,1,10,15,12,7,1,3,5,6,3
poi-2.0_poi-2.5,21,21,21,21,21,21,21,21,14,2,5,15,5,5,4,5,10,3,4,9,3,3,3,3,7,2,3,7,2,2,3,3,6,2,17,4,3,2,19,15,17,11,1,5,10,10,7,1,5,8,3,6
poi-2.5_poi-3.0,21,21,21,21,21,21,21,21,11,2,3,11,3,2,3,3,11,4,2,10,2,3,2,3,7,3,3,9,2,2,3,3,5,2,14,4,2,1,15,15,17,9,3,9,10,7,6,1,2,6,2,2
synapse-1.0_synapse-1.1,21,21,21,21,21,21,21,21,12,8,3,15,6,2,2,3,12,5,5,9,4,3,1,3,9,2,3,13,3,3,2,3,6,4,16,2,4,2,18,16,13,5,2,6,15,3,4,1,2,5,3,3
synapse-1.1_synapse-1.2,21,21,21,21,21,21,21,21,16,3,1,14,2,3,5,3,10,3,2,7,3,3,3,3,9,3,3,8,5,2,3,3,6,3,18,2,5,1,15,18,14,2,2,6,13,11,4,2,2,8,4,4
velocity-1.4_velocity-1.5,21,21,21,21,21,21,21,21,12,3,4,16,2,3,4,3,9,2,3,10,3,2,3,4,6,2,4,7,3,2,3,4,6,2,16,4,4,1,15,16,17,8,1,10,12,7,5,1,2,7,6,3
velocity-1.5_velocity-1.6,21,21,21,21,21,21,21,21,6,4,3,11,5,6,5,6,6,3,5,11,2,2,2,2,8,2,3,4,2,3,4,2,5,1,15,3,3,1,12,13,18,3,1,7,12,9,3,2,2,4,4,2
xalan-2.4_xalan-2.5,21,21,21,21,21,21,21,21,11,4,1,14,3,2,2,3,11,2,1,15,4,3,2,2,4,2,1,6,3,4,2,2,8,1,18,2,2,1,16,17,16,7,1,8,11,11,4,1,3,5,2,3
xalan-2.5_xalan-2.6,21,21,21,21,21,21,21,21,12,4,8,12,5,4,3,6,8,5,4,6,4,5,4,3,7,3,10,9,4,4,3,5,4,4,16,4,3,2,17,16,18,7,2,6,12,10,4,1,2,11,8,1
xalan-2.6_xalan-2.7,21,21,21,21,21,21,21,21,16,5,6,16,5,3,3,3,5,3,3,14,4,1,4,2,10,2,5,7,6,4,2,1,11,4,18,2,4,1,13,15,14,5,1,8,15,7,3,1,2,6,8,2
xerces-init_xerces-1.2,21,21,21,21,21,21,21,21,14,4,6,15,5,3,3,3,13,2,5,11,3,5,4,2,8,2,5,7,4,3,4,3,3,4,14,3,3,1,17,19,14,8,2,3,10,8,6,1,4,10,7,3
xerces-1.2_xerces-1.3,21,21,21,21,21,21,21,21,14,3,2,11,5,7,4,2,7,4,4,13,5,3,3,3,12,4,2,13,3,5,2,2,6,4,18,2,6,3,16,20,15,9,2,4,8,8,7,2,3,7,9,4
xerces-1.3_xerces-1.4,21,21,21,21,21,21,21,21,7,5,3,15,4,3,3,2,8,4,3,5,5,3,3,3,7,2,4,8,3,3,4,4,3,1,15,2,3,1,15,17,15,10,1,4,12,13,1,1,2,8,4,3
,21,21,21,21,21,21,21,21,13.26666667,4.733333333,4.133333333,13.9,3.2,3.266666667,3.566666667,3.933333333,9.066666667,3.533333333,3.4,9.666666667,3.366666667,3,3.033333333,3.333333333,6.833333333,2.433333333,3.666666667,7.633333333,3.366666667,2.866666667,3.3,2.966666667,5.8,2.533333333,15.63333333,2.366666667,3.233333333,1.3,15.53333333,16.56666667,15.73333333,8.166666667,1.433333333,6.633333333,11.8,8.933333333,3.966666667,1.2,2.633333333,7.333333333,4.9,2.7
