filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_L1_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_L1_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_L1_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
jedit-4.0_jedit-4.1,0.785847217,0.808297885,0.809730592,0.786969751,0.814279806,0.808120643,0.802980622,0.827499114,0.802109181,0.811916578,0.806436843,0.830866714,0.829744181,0.819552759,0.82300898,0.826081177,0.81628855,0.828126846,0.801917169,0.767916224,0.828798889,0.823511166,0.824781401,0.825106345,0.746078518,0.830970105,0.829330616,0.762022923,0.831590453,0.830157745,0.818193903,0.832624365,0.810158927,0.813024341,0.715880893,0.821605814,0.786600496,0.840437788,0.795019497,0.833983221,0.808283115,0.813629918,0.821605814,0.784488361,0.813482217,0.819471523,0.817396313,0.821605814,0.760582831,0.808238804,0.807551991,0.821605814
jedit-4.1_jedit-4.2,0.85242404,0.862963344,0.863323222,0.865174027,0.855662948,0.867744589,0.867307593,0.850830292,0.849545011,0.873245591,0.875533392,0.855894298,0.872397306,0.868849931,0.868387229,0.87401676,0.871137731,0.8723716,0.872088839,0.797105547,0.869415454,0.869955272,0.866960568,0.870160917,0.872243072,0.871523315,0.870739294,0.856819701,0.872757185,0.872500129,0.868772814,0.86985245,0.873631176,0.863991569,0.849082309,0.863991569,0.863991569,0.863991569,0.87255154,0.871009203,0.865045499,0.866086577,0.863991569,0.873631176,0.871677549,0.870623618,0.869389749,0.863991569,0.867847411,0.875173513,0.869415454,0.869389749
jedit-4.2_jedit-4.3,0.669376694,0.695291328,0.650406504,0.716971545,0.731707317,0.644647696,0.748814363,0.637195122,0.694783198,0.692581301,0.671070461,0.636686992,0.639227642,0.70647019,0.69054878,0.618055556,0.670901084,0.708841463,0.665057588,0.644817073,0.667174797,0.697831978,0.691565041,0.684112466,0.681571816,0.700880759,0.700880759,0.702405149,0.681063686,0.698678862,0.691395664,0.660907859,0.655657182,0.665057588,0.673102981,0.639227642,0.658197832,0.665057588,0.689193767,0.660738482,0.686144986,0.683096206,0.643123306,0.672933604,0.658028455,0.650914634,0.629234417,0.654471545,0.632113821,0.680216802,0.664634146,0.632113821
log4j-1.0_log4j-1.1,0.771175592,0.792617879,0.790590996,0.791764455,0.788990826,0.75272029,0.78984425,0.81768722,0.787070621,0.819607425,0.785630467,0.810859825,0.809152976,0.756774056,0.773522509,0.794538084,0.782163431,0.814273523,0.79203115,0.772882441,0.764668231,0.771388948,0.800725411,0.792084489,0.774535951,0.783550245,0.788990826,0.78002987,0.78440367,0.792244506,0.78659057,0.783550245,0.803712396,0.756774056,0.784830382,0.800725411,0.756774056,0.756774056,0.79528483,0.806165991,0.786430553,0.804672498,0.756774056,0.790857691,0.804245786,0.798378494,0.801685513,0.756774056,0.783496906,0.808832942,0.797845103,0.793471304
log4j-1.1_log4j-1.2,0.559085121,0.555598002,0.555627388,0.542021746,0.569693408,0.566451171,0.547595259,0.566607895,0.552081497,0.555950632,0.561906161,0.557772554,0.556631404,0.551988442,0.555558821,0.547546283,0.555558821,0.55570575,0.560319326,0.554079734,0.56220002,0.549711039,0.554980899,0.558438633,0.54939759,0.559036145,0.559888334,0.557782349,0.561818004,0.559173278,0.558791263,0.559241845,0.558908806,0.556812616,0.548966598,0.559888334,0.539132138,0.563938682,0.559369184,0.535018121,0.556959545,0.557743168,0.563938682,0.55184641,0.548658047,0.558987168,0.557792144,0.560720933,0.560035263,0.563806445,0.556744049,0.559173278
lucene-2.0_lucene-2.2,0.705460697,0.719288466,0.72393358,0.691261319,0.698595709,0.703778677,0.669473293,0.700150599,0.687555008,0.72093137,0.712912437,0.68236226,0.71444288,0.715494142,0.710976158,0.717342408,0.684034501,0.714125056,0.704575681,0.700600442,0.695138767,0.703323945,0.716545405,0.70602789,0.691197755,0.714790041,0.69581353,0.684665258,0.699270473,0.716203133,0.693383403,0.716853449,0.722564494,0.714760703,0.710663224,0.717655342,0.716203133,0.716203133,0.716325373,0.70988089,0.718066068,0.693872362,0.716203133,0.714760703,0.712345244,0.707025367,0.694816054,0.716203133,0.695319682,0.713430734,0.715963543,0.716203133
lucene-2.2_lucene-2.4,0.662509308,0.690057241,0.685103313,0.603625279,0.589384773,0.678862621,0.651805659,0.667367833,0.669122301,0.682134214,0.670509121,0.650721333,0.674541605,0.673054728,0.681059196,0.688319062,0.643158972,0.682706627,0.687132353,0.690203835,0.663821668,0.695341586,0.674655622,0.675237342,0.615864669,0.686452904,0.683167349,0.624148362,0.686010797,0.695108898,0.690913533,0.695108898,0.691171817,0.677294304,0.661718168,0.697012286,0.695108898,0.695108898,0.681482688,0.665855361,0.682083023,0.669880864,0.672824367,0.67379933,0.663644825,0.671439873,0.650134959,0.695108898,0.669252606,0.678992926,0.669243299,0.695108898
poi-1.5_poi-2.0,0.650089825,0.65066144,0.679650498,0.678588927,0.621917361,0.660542218,0.706679732,0.65433611,0.654417769,0.648660787,0.676465785,0.659643965,0.631308182,0.714437367,0.601584191,0.693124285,0.686836518,0.65907235,0.680793729,0.673526049,0.73689368,0.699697861,0.705985628,0.70214764,0.637269312,0.700473624,0.664298546,0.672056182,0.711293484,0.658582394,0.728033644,0.747019435,0.696962273,0.658541565,0.674914258,0.658541565,0.608321084,0.658541565,0.689857913,0.710926017,0.706434754,0.716152213,0.658541565,0.686346562,0.667564919,0.68536665,0.746856116,0.658541565,0.691491099,0.693369263,0.676955741,0.675730851
poi-2.0_poi-2.5,0.504786343,0.516663176,0.509363217,0.522962924,0.542443444,0.529388354,0.490338291,0.490319962,0.548481357,0.46440354,0.499078341,0.483855258,0.515702241,0.458017386,0.505506389,0.441781001,0.517158044,0.498701299,0.465812212,0.462345517,0.467079493,0.445239841,0.507425639,0.461599288,0.470307918,0.45388563,0.470760892,0.462384793,0.446860599,0.452908986,0.449358504,0.473897675,0.521080331,0.45433075,0.508635316,0.492789066,0.475167574,0.45658253,0.491348974,0.476188731,0.48042522,0.460839966,0.55756703,0.47065354,0.470988689,0.481417574,0.535554566,0.55756703,0.460572895,0.476290846,0.46744868,0.48023408
poi-2.5_poi-3.0,0.655484163,0.645511312,0.665045249,0.653918552,0.608864253,0.670574661,0.649357466,0.693841629,0.6530181,0.698850679,0.688819005,0.667400452,0.680273756,0.675278281,0.680409502,0.68990724,0.629766968,0.676938914,0.700271493,0.643708145,0.649445701,0.676710407,0.68638914,0.692588235,0.664056561,0.690248869,0.683226244,0.653457014,0.675988688,0.675472851,0.678319005,0.673717195,0.665452489,0.68638914,0.660443439,0.676441176,0.68638914,0.670269231,0.681438914,0.678502262,0.677633484,0.682393665,0.680049774,0.684959276,0.689812217,0.682153846,0.686918552,0.670269231,0.686959276,0.688728507,0.689624434,0.702253394
synapse-1.0_synapse-1.1,0.619483119,0.688324688,0.696241696,0.637091637,0.612385112,0.692783693,0.677268177,0.695559196,0.631540632,0.69046319,0.694239694,0.631768132,0.66016016,0.711802712,0.712348712,0.696787697,0.71971972,0.691782692,0.69037219,0.726976977,0.7003822,0.714396214,0.710528711,0.716625717,0.695240695,0.704386204,0.690781691,0.612112112,0.713122213,0.715078715,0.705159705,0.711666212,0.699381199,0.696833197,0.677814178,0.712803713,0.705273455,0.717899718,0.679088179,0.736008736,0.685913186,0.719082719,0.715351715,0.720857221,0.677950678,0.712007462,0.716034216,0.710528711,0.714851215,0.717217217,0.733051233,0.718855219
synapse-1.1_synapse-1.2,0.629364224,0.622548491,0.641540948,0.595123922,0.618265086,0.690059267,0.646457435,0.700188578,0.691136853,0.646390086,0.650296336,0.670959052,0.653569504,0.659078664,0.676427802,0.666311961,0.648275862,0.624717134,0.668830819,0.685533405,0.653987069,0.649326509,0.65544181,0.666783405,0.703232759,0.621053341,0.655818966,0.671619073,0.673706897,0.65466056,0.655145474,0.655172414,0.618049569,0.624771013,0.642807112,0.652276401,0.619154095,0.650296336,0.649919181,0.674299569,0.672521552,0.656142241,0.65466056,0.643561422,0.637715517,0.629094828,0.671753772,0.649515086,0.625700431,0.661368534,0.673841595,0.642672414
velocity-1.4_velocity-1.5,0.610533077,0.607561341,0.603749612,0.639128102,0.630276421,0.598836717,0.655476184,0.600290821,0.58200864,0.641457492,0.626464692,0.607250755,0.662005534,0.635874015,0.655123246,0.653471497,0.648516249,0.63192817,0.640610441,0.637786938,0.653083265,0.655878533,0.664285513,0.658567919,0.594912048,0.64027868,0.635739899,0.618262416,0.647916255,0.637109298,0.660939662,0.658525567,0.586985064,0.651699749,0.637716351,0.66446904,0.66799136,0.633304628,0.60228139,0.626267047,0.673320722,0.611097778,0.633304628,0.611457775,0.635725781,0.656647937,0.620634159,0.633304628,0.652786797,0.647175085,0.646130389,0.653633848
velocity-1.5_velocity-1.6,0.746655941,0.731349115,0.720799816,0.753941623,0.730797518,0.736313491,0.729188692,0.712089175,0.747885544,0.716295105,0.716226155,0.735830843,0.733015399,0.723879568,0.722638474,0.719374856,0.661641002,0.718202712,0.719696621,0.717398299,0.71169846,0.716203172,0.715881407,0.716180188,0.698494599,0.715973339,0.716042289,0.721569754,0.715858423,0.715456217,0.705148242,0.71583544,0.715099977,0.711905309,0.733371639,0.733394622,0.745162032,0.711905309,0.723282004,0.747414387,0.719558722,0.737209837,0.711905309,0.719627672,0.731728338,0.713870375,0.716628361,0.710491841,0.712307516,0.725224086,0.709974718,0.712491381
xalan-2.4_xalan-2.5,0.634569517,0.648514399,0.640056239,0.62767916,0.619290185,0.637261869,0.638502508,0.632876243,0.633637278,0.635758561,0.633266728,0.605903474,0.635602601,0.63328549,0.63007601,0.637821212,0.635105407,0.636050545,0.633266728,0.636605198,0.633514152,0.629480315,0.63107157,0.626959167,0.602994186,0.635474785,0.633266728,0.619528229,0.634398313,0.635362213,0.633306597,0.633219823,0.642923313,0.633266728,0.636039991,0.633963269,0.633238585,0.633266728,0.63948986,0.615678494,0.634820459,0.638340686,0.633266728,0.636411714,0.637107082,0.638759314,0.636891319,0.633266728,0.629575298,0.63824453,0.626847767,0.636778746
xalan-2.5_xalan-2.6,0.669108249,0.660319096,0.659011977,0.642494915,0.642757062,0.688986215,0.664574011,0.695076158,0.642290621,0.652264859,0.679843616,0.637782599,0.645347797,0.659612203,0.659843616,0.649460791,0.640759322,0.657365876,0.648220565,0.596144633,0.655886102,0.64292339,0.656695141,0.648584859,0.652705989,0.661769944,0.688404972,0.658600678,0.653965198,0.642712768,0.662887232,0.65435661,0.661588249,0.646456949,0.651276836,0.65015774,0.659046328,0.691845424,0.679468475,0.65188791,0.678670282,0.659770395,0.639136723,0.640213333,0.648343503,0.613805198,0.664803616,0.694338531,0.687897853,0.64484791,0.661713898,0.694338531
xalan-2.6_xalan-2.7,0.563289429,0.568562792,0.57136975,0.563343845,0.55685247,0.570768454,0.56730941,0.56945068,0.566777947,0.570366229,0.57102965,0.568375964,0.570891343,0.570017966,0.57114075,0.571536626,0.534463463,0.569106045,0.569969899,0.568849836,0.568117941,0.569925459,0.572131121,0.568808117,0.569538652,0.570075557,0.570376205,0.56883986,0.570598857,0.568999027,0.568959122,0.569925459,0.571389703,0.570106392,0.571071369,0.569835673,0.57141555,0.569925459,0.569186762,0.570942585,0.56791116,0.57113032,0.569925459,0.56687771,0.567811851,0.569027142,0.567600989,0.569925459,0.567339793,0.56752254,0.569189936,0.568821721
xerces-init_xerces-1.2,0.569604743,0.59013834,0.607213439,0.641541502,0.549288538,0.664782609,0.674268775,0.601709486,0.61055336,0.63944664,0.573359684,0.650790514,0.546373518,0.561590909,0.515602767,0.506245059,0.64326087,0.491284585,0.567588933,0.555098814,0.511067194,0.579120553,0.523537549,0.509407115,0.609071146,0.552341897,0.511205534,0.551146245,0.552924901,0.553458498,0.565,0.538932806,0.635019763,0.588804348,0.642529644,0.541047431,0.515474308,0.47993083,0.603043478,0.538379447,0.579782609,0.518754941,0.505286561,0.531314229,0.594881423,0.519743083,0.598863636,0.47993083,0.524565217,0.571185771,0.508023715,0.506185771
xerces-1.2_xerces-1.3,0.667593133,0.492845623,0.613749442,0.554552837,0.682994201,0.659472257,0.633508332,0.624175045,0.721236661,0.463530408,0.275160416,0.599881046,0.567185945,0.745427718,0.718182754,0.533089707,0.674038363,0.623168514,0.449095838,0.687494996,0.616322959,0.471342461,0.460064738,0.537344588,0.505312882,0.622367864,0.533118302,0.670967299,0.455226527,0.59389905,0.533089707,0.517053838,0.622059042,0.588397442,0.644431482,0.532512096,0.570245571,0.346263826,0.61711789,0.608636722,0.462203617,0.595580414,0.344142104,0.424207071,0.542165643,0.439751112,0.601184962,0.344142104,0.455644008,0.600344279,0.540129705,0.396201489
xerces-1.3_xerces-1.4,0.683094854,0.71331443,0.713002745,0.674870637,0.671897644,0.731987281,0.674717725,0.739262058,0.671453826,0.753274023,0.716433942,0.646420473,0.714426372,0.693257911,0.729796963,0.751809903,0.650732912,0.736577306,0.743413594,0.679272053,0.716057256,0.753084881,0.753605421,0.712789627,0.727686031,0.729813479,0.755066876,0.713114099,0.732142857,0.752210565,0.727012045,0.718653564,0.739153368,0.730209346,0.632306745,0.757915196,0.693864764,0.730209346,0.744942181,0.72252112,0.729072895,0.729850775,0.730209346,0.737838964,0.743991143,0.742020868,0.730209346,0.730209346,0.734863306,0.735781844,0.700832651,0.741740619
,0.680353483,0.685137052,0.691195545,0.666182452,0.669523638,0.700580596,0.681405087,0.691165995,0.68450831,0.694073023,0.687063931,0.68363523,0.695684234,0.705005077,0.697030357,0.697554517,0.673526825,0.697555594,0.694129428,0.674421767,0.692690907,0.697959969,0.692275276,0.696380784,0.662651671,0.700037047,0.697193418,0.68205472,0.69615864,0.701543532,0.698166673,0.70009378,0.698156964,0.697344838,0.675305247,0.700751001,0.690993206,0.688315592,0.698852193,0.687598697,0.688830872,0.692164885,0.689592954,0.687711809,0.692792857,0.689224555,0.70122679,0.69019573,0.686487813,0.698650195,0.693244565,0.689932853
