filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
jedit-4.0_jedit-4.1,21,21,21,21,21,21,21,21,12,10,8,11,2,2,2,2,11,5,2,5,1,2,2,2,3,2,2,4,1,1,1,1,10,5,14,2,4,1,16,14,11,1,1,4,10,4,1,1,1,6,2,1
jedit-4.1_jedit-4.2,21,21,21,21,21,21,21,21,13,4,4,13,5,2,2,2,7,6,4,5,4,1,4,4,6,6,1,8,2,2,2,2,6,1,15,1,1,1,14,16,10,1,1,1,8,5,1,1,2,5,2,1
jedit-4.2_jedit-4.3,21,21,21,21,21,21,21,21,11,5,1,14,1,1,4,4,4,3,1,6,1,3,5,5,4,3,4,6,6,6,4,4,10,1,11,1,5,1,16,15,13,2,1,2,10,3,1,1,1,4,1,1
log4j-1.0_log4j-1.1,21,21,21,21,21,21,21,21,13,4,1,9,4,1,3,3,9,4,4,9,1,1,1,1,3,3,1,5,1,1,5,5,8,1,18,1,1,1,12,16,12,10,1,1,10,1,1,1,1,8,1,1
log4j-1.1_log4j-1.2,21,21,21,21,21,21,21,21,16,7,2,12,2,1,5,5,8,3,3,10,2,1,2,2,7,2,1,11,3,1,5,5,10,1,15,3,5,1,13,14,16,8,1,1,13,4,2,1,1,7,3,1
lucene-2.0_lucene-2.2,21,21,21,21,21,21,21,21,15,5,5,13,6,2,6,6,11,5,1,13,2,3,5,5,6,3,1,7,1,1,3,3,11,4,16,2,2,1,10,15,14,1,1,1,14,4,1,1,2,5,2,1
lucene-2.2_lucene-2.4,21,21,21,21,21,21,21,21,12,8,5,15,2,3,4,4,10,4,5,5,5,1,5,5,5,4,6,8,6,1,5,5,12,7,16,2,1,1,10,17,10,1,1,1,11,3,1,1,1,6,1,1
poi-1.5_poi-2.0,21,21,21,21,21,21,21,21,14,5,4,15,3,4,6,6,9,7,1,13,1,1,2,2,11,3,1,5,1,1,3,3,4,3,14,1,4,1,12,15,13,1,1,2,10,5,2,1,1,5,2,1
poi-2.0_poi-2.5,21,21,21,21,21,21,21,21,13,3,3,12,4,4,4,4,10,3,2,9,3,2,3,3,6,2,2,7,2,2,3,3,8,2,15,4,3,2,13,16,12,5,3,4,10,4,2,2,2,5,2,2
poi-2.5_poi-3.0,21,21,21,21,21,21,21,21,11,2,2,11,3,2,3,3,11,8,2,10,3,2,2,2,7,3,3,9,2,2,2,2,6,2,14,3,2,2,14,13,12,2,2,3,10,1,2,1,2,4,2,2
synapse-1.0_synapse-1.1,21,21,21,21,21,21,21,21,11,8,2,15,5,2,3,3,11,6,4,9,2,1,2,2,10,4,3,13,1,1,1,1,7,10,15,2,4,1,12,16,13,2,1,1,10,3,1,1,1,5,2,1
synapse-1.1_synapse-1.2,21,21,21,21,21,21,21,21,15,3,1,14,2,3,6,6,9,3,1,7,2,2,5,5,11,6,1,8,2,2,6,6,8,2,18,2,7,1,11,18,7,2,2,1,10,1,2,1,3,7,1,2
velocity-1.4_velocity-1.5,21,21,21,21,21,21,21,21,12,3,4,14,4,3,4,4,7,2,2,10,2,2,2,2,5,3,3,7,2,2,2,2,6,2,15,6,4,3,13,15,14,5,3,7,9,7,3,2,2,5,3,2
velocity-1.5_velocity-1.6,21,21,21,21,21,21,21,21,6,6,1,11,5,4,4,4,6,4,4,11,4,1,4,4,8,2,3,4,4,4,4,4,5,1,14,3,5,1,8,13,11,3,1,2,8,6,2,1,3,4,3,1
xalan-2.4_xalan-2.5,21,21,21,21,21,21,21,21,14,6,1,14,8,1,2,2,9,2,2,12,1,3,2,2,4,2,1,6,1,4,1,1,9,1,15,2,2,1,15,14,13,2,1,1,12,4,1,1,1,5,1,1
xalan-2.5_xalan-2.6,21,21,21,21,21,21,21,21,12,4,7,12,4,4,4,4,8,4,3,10,1,1,3,3,7,3,8,9,4,1,1,1,4,4,14,1,3,1,18,16,13,1,1,1,11,7,3,1,1,7,2,1
xalan-2.6_xalan-2.7,21,21,21,21,21,21,21,21,13,5,5,15,2,3,2,2,5,5,1,14,3,1,1,1,10,3,4,7,1,3,1,1,6,7,15,1,4,1,13,13,13,2,1,2,10,4,1,1,1,3,2,1
xerces-init_xerces-1.2,21,21,21,21,21,21,21,21,14,4,5,14,6,3,4,4,12,3,2,10,3,2,4,4,8,3,2,7,3,2,3,3,3,4,13,6,3,4,11,13,14,9,2,3,10,6,3,2,2,8,2,3
xerces-1.2_xerces-1.3,21,21,21,21,21,21,21,21,14,3,2,12,5,4,4,4,9,5,2,14,4,4,4,4,12,5,2,12,2,5,4,4,8,5,17,6,7,3,16,14,12,4,2,5,7,5,5,2,3,5,5,3
xerces-1.3_xerces-1.4,21,21,21,21,21,21,21,21,6,5,3,14,5,3,5,5,8,4,2,5,2,1,2,2,7,2,1,8,2,1,2,2,4,2,13,2,3,1,9,17,12,2,1,3,10,5,2,1,2,7,2,2
,21,21,21,21,21,21,21,21,12.66666667,5.333333333,3.6,13.03333333,3.3,2.5,3.533333333,3.533333333,9.3,4.2,2.5,9.333333333,2.266666667,1.933333333,3,3,7.2,3.2,2.5,7.466666667,2.466666667,2.266666667,2.933333333,2.933333333,7.2,3.033333333,14.73333333,2.633333333,3.366666667,1.433333333,12.53333333,15.3,11.8,3.566666667,1.366666667,2.233333333,9.833333333,4.266666667,1.7,1.166666667,1.533333333,5.733333333,2.066666667,1.366666667
