filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
jedit-4.0_jedit-4.1,21,21,21,21,21,21,21,21,11,5,4,11,2,2,1,1,10,4,2,5,1,1,1,1,3,2,1,4,1,1,1,1,8,4,14,1,2,1,14,14,11,1,1,4,10,4,1,1,1,6,1,1
jedit-4.1_jedit-4.2,21,21,21,21,21,21,21,21,13,2,4,13,3,2,1,1,7,5,4,5,3,1,3,3,8,2,1,8,2,2,2,2,6,1,15,1,1,1,14,14,10,1,1,1,8,1,1,1,1,5,1,1
jedit-4.2_jedit-4.3,21,21,21,21,21,21,21,21,11,3,1,14,1,1,2,2,3,3,1,6,1,3,4,4,4,3,4,6,4,4,3,3,4,1,11,1,1,1,14,15,12,1,1,2,10,3,1,1,1,4,1,1
log4j-1.0_log4j-1.1,21,21,21,21,21,21,21,21,13,4,1,9,3,1,2,2,9,3,3,9,1,1,1,1,3,2,1,5,1,1,3,3,8,1,18,1,1,1,12,16,9,6,1,1,10,1,1,1,1,8,1,1
log4j-1.1_log4j-1.2,21,21,21,21,21,21,21,21,16,7,2,12,2,1,3,3,8,3,2,10,2,1,2,2,3,2,1,10,2,1,2,2,8,1,15,3,5,1,13,14,12,4,1,1,13,2,1,1,1,7,2,1
lucene-2.0_lucene-2.2,21,21,21,21,21,21,21,21,15,5,5,13,4,2,5,5,9,4,1,10,1,2,3,3,6,3,1,7,1,1,2,2,7,2,16,2,1,1,10,15,9,1,1,1,14,2,1,1,2,5,1,1
lucene-2.2_lucene-2.4,21,21,21,21,21,21,21,21,12,5,5,15,1,2,2,2,10,4,5,5,5,1,5,5,3,4,6,8,6,1,2,2,8,7,16,1,1,1,10,17,10,1,1,1,12,3,1,1,1,6,1,1
poi-1.5_poi-2.0,21,21,21,21,21,21,21,21,14,5,4,15,3,4,5,5,9,7,1,13,1,1,1,1,11,2,1,5,1,1,1,1,4,1,14,1,3,1,12,15,8,1,1,1,10,4,1,1,1,5,2,1
poi-2.0_poi-2.5,21,21,21,21,21,21,21,21,13,3,3,12,4,4,3,3,10,2,2,9,3,2,2,2,5,2,1,3,2,2,2,2,7,2,15,2,3,2,13,15,6,2,2,2,8,4,2,2,2,6,2,2
poi-2.5_poi-3.0,21,21,21,21,21,21,21,21,11,2,2,11,2,2,3,3,11,4,2,10,1,2,2,2,7,2,1,7,2,1,1,1,5,1,14,3,2,2,13,13,12,2,1,1,10,1,2,1,1,4,2,1
synapse-1.0_synapse-1.1,21,21,21,21,21,21,21,21,11,8,2,15,4,2,2,2,11,5,2,7,1,1,1,1,10,2,3,13,1,1,1,1,7,4,15,1,3,1,12,16,12,1,1,1,10,3,1,1,1,5,2,1
synapse-1.1_synapse-1.2,21,21,21,21,21,21,21,21,15,4,1,14,2,3,3,3,9,3,1,7,1,2,3,3,5,3,1,6,1,2,6,6,6,1,18,2,5,1,9,18,7,2,1,1,10,1,1,1,1,7,1,1
velocity-1.4_velocity-1.5,21,21,21,21,21,21,21,21,12,3,4,14,2,2,4,4,7,2,2,10,2,2,2,2,5,2,2,7,2,1,2,2,5,2,15,2,2,2,14,15,13,3,2,7,9,7,2,2,2,5,3,2
velocity-1.5_velocity-1.6,21,21,21,21,21,21,21,21,6,4,1,11,1,3,1,1,6,4,4,11,1,1,1,1,8,2,2,4,1,2,1,1,5,1,14,2,3,1,8,13,9,2,1,2,8,5,1,1,1,4,2,1
xalan-2.4_xalan-2.5,21,21,21,21,21,21,21,21,11,4,1,12,3,1,2,2,9,2,1,12,1,2,1,1,4,2,1,6,1,1,1,1,8,1,14,2,2,1,15,14,13,2,1,1,12,4,1,1,1,5,1,1
xalan-2.5_xalan-2.6,21,21,21,21,21,21,21,21,12,4,7,12,1,1,1,1,8,4,1,6,1,1,1,1,7,3,8,9,4,1,1,1,4,3,14,1,1,1,16,16,9,1,1,1,11,7,1,1,1,7,2,1
xalan-2.6_xalan-2.7,21,21,21,21,21,21,21,21,13,5,5,15,2,2,2,2,5,3,1,14,2,1,1,1,10,2,3,7,1,2,1,1,6,7,15,1,4,1,13,12,12,2,1,2,10,4,1,1,1,3,2,1
xerces-init_xerces-1.2,21,21,21,21,21,21,21,21,12,4,5,14,5,2,3,3,12,3,2,10,2,2,3,3,8,2,2,7,2,2,3,3,3,2,13,2,3,4,11,13,13,5,2,3,10,6,3,2,2,8,2,2
xerces-1.2_xerces-1.3,21,21,21,21,21,21,21,21,14,3,2,11,5,3,4,4,7,4,2,14,4,2,2,2,11,4,2,9,2,2,2,2,6,5,17,2,5,3,15,14,12,4,2,1,7,5,3,2,1,5,3,2
xerces-1.3_xerces-1.4,21,21,21,21,21,21,21,21,6,5,3,14,3,3,3,3,8,4,2,3,2,1,2,2,7,2,1,8,1,1,2,2,3,1,13,2,3,1,9,16,13,3,1,2,10,5,1,1,2,4,1,2
