filename,LassoLarsCV,RandomForestRegressor,mlp3/CoDE,mlp3/CoDE_toZero,mlp3/CoDE_10p_toZero,mlp3/CoDE_20p_toZero,mlp3/CoDE_10p_lr_toZero,mlp3/CoDE_20p_lr_toZero,mlp3/CoDE_random10p_toZero,mlp3/CoDE_random20p_toZero,mlp3/CoDE_random30p_toZero
velocity-1.4,0.6497570456754129,0.7136175898931001,0.6163022351797862,0.6130344995140914,0.6154761904761905,0.6206389698736637,0.6165330417881438,0.6178328474246841,0.6247084548104956,0.6182701652089407,0.6255466472303207
velocity-1.5,0.7017675127763503,0.7901502103509614,0.6969604991953017,0.7023675071293447,0.6925840697969902,0.6959369794166643,0.6973063782929102,0.6933605330773357,0.6858641330434537,0.6861888358697801,0.6892876302340684
velocity-1.6,0.7757986669731096,0.8979315099977017,0.7346931739829924,0.7445989427717766,0.7421857044357619,0.7332222477591358,0.7426453688807171,0.7275109170305677,0.7282004136980005,0.7459319696621466,0.7649965525166629
xalan-2.4,0.77753839060893,0.9421791325318296,0.7933024789871262,0.7926109160548994,0.7966361669681171,0.7870562471184879,0.7950446856048515,0.7891531013937652,0.7917109976238605,0.7872557364258609,0.7779595347022733
xalan-2.5,0.6584934555679854,0.8106793498017087,0.6388671952869771,0.63893989816906,0.6425363455779058,0.645374103233402,0.6409790967487741,0.6387733851165472,0.6346211124479061,0.6369147711149105,0.6380510468042393
xalan-2.6,0.6930576271186439,0.8246725423728813,0.6799774011299435,0.6750336723163842,0.6763896045197741,0.6718499435028249,0.6771624858757063,0.6774101694915253,0.6738350282485875,0.6767204519774012,0.6886481355932204
xalan-2.7,0.5668704545640054,0.6073922313913172,0.5691019637825283,0.5672862834510987,0.5694837826734034,0.5687700262194396,0.5717619989533991,0.5701100200704324,0.5688076639485877,0.5656075500377737,0.5659916362617301
xerces-init,0.6756302210394026,0.8270865676055297,0.7559140977304649,0.7558771346196496,0.7509795224366083,0.7600724476971982,0.7544355732978488,0.7519220817624012,0.7495009980039921,0.7546758335181489,0.7567272861684038
xerces-1.2,0.5870948616600791,0.9255731225296444,0.7321837944664031,0.7178656126482214,0.7269664031620553,0.727401185770751,0.7275098814229249,0.7405533596837947,0.7181027667984191,0.712707509881423,0.7284881422924901
xerces-1.3,0.7880909080511044,0.9567191664093149,0.8385318372622357,0.8506788365416509,0.8499067815027049,0.8420775715151723,0.8433300163561289,0.8445424287135848,0.8335735282343387,0.8496494298230565,0.8359526015395351
xerces-1.4,0.763730116106593,0.8285770761938861,0.7450934947914004,0.7417251675106131,0.7475283659829849,0.7442586056979182,0.7474271350144067,0.746653517296643,0.7443870091896406,0.7408465892622713,0.7540465747702589
