filename,linear/nsga2/FPA_L1_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_10p_toZero/FPA_L1_MSE,linear/nsga2_20p_toZero/FPA_L1_MSE,linear/nsga2_30p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,MLP/nsga2/FPA_L1_MSE,MLP/nsga2_toZero/FPA_L1_MSE,MLP/nsga2_10p_toZero/FPA_L1_MSE,MLP/nsga2_20p_toZero/FPA_L1_MSE,MLP/nsga2_30p_toZero/FPA_L1_MSE,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,RandomForestRegressor,linear/CoDE,linear/CoDE_toZero,MLP/CoDE,MLP/CoDE_toZero,MLP/CoDE_random10p_toZero,MLP/CoDE_random20p_toZero,MLP/CoDE_random30p_toZero
log4j-1.1,0.8476637508000854,0.84382334115639,0.8395562193300619,0.8394495412844036,0.8363558779603157,0.8454235118412631,0.8396628973757201,0.8334755707275443,0.8133667591209729,0.8334222317047152,0.8487838702794965,0.8283016855131214,0.8288350757414125,0.8345423511841263,0.8311286537230638,0.8319820780883295,0.8939620226157456,0.8423298485171752,0.8384894388734798,0.8118199274589292,0.8122466396415617,0.8167271175592064,0.8126200128013655,0.8236611905269895
log4j-1.2,0.5953374473503771,0.5935057302380252,0.5961308649231071,0.5941913997453228,0.5925653834851602,0.5985209129199726,0.5951513370555392,0.5913997453227544,0.589372122636889,0.5866441375257127,0.5961749436771476,0.5893623273582134,0.5903075717504163,0.5957782348907826,0.5891370359486727,0.5924772259770791,0.6514154177686355,0.5988539523949457,0.5982662356744051,0.5798070330100892,0.5771329219316289,0.5827162307767656,0.5859437751004016,0.5889509256538349
lucene-2.0,0.7763298890164562,0.7907960199004975,0.7819747416762343,0.7794489092996556,0.7793915040183697,0.787217757367011,0.7815537696134711,0.7748947569843092,0.7714217374665135,0.7514638346727899,0.7713643321852277,0.765575966322235,0.7527745885954841,0.7801186375813242,0.7784156142365097,0.7732682740145427,0.8764638346727899,0.7800995024875622,0.7817068503635668,0.7341274397244546,0.7437428243398393,0.7530998851894373,0.7398009950248756,0.7668006123230003
lucene-2.2,0.7335660779596707,0.7316395783215005,0.7318449412270922,0.7307692307692307,0.7305149719337363,0.7315662344266464,0.7310234896047253,0.7248723816229538,0.7298255393221068,0.7210584990905357,0.7201392556083633,0.7024389289835514,0.7139490308826694,0.731717811809345,0.7246279019734397,0.7264761681237654,0.8358661425022981,0.7316738054724324,0.7324023548279841,0.7148487159928808,0.7151909875022002,0.7106534452072211,0.7061647988421447,0.7139979268125721
lucene-2.4,0.7353173864482502,0.7321016381236038,0.7358013775130305,0.7338514519731943,0.7306077810871184,0.7330510052122114,0.7327717795979151,0.7302075577066269,0.7233642032762472,0.707513495904691,0.7199809195830231,0.7097403201787044,0.717298026805659,0.7302959791511542,0.722403201787044,0.7268475428145942,0.8265799516008935,0.7345169396872673,0.7360154504839911,0.6955323901712583,0.7111178332092328,0.6989529039463886,0.6956766567386449,0.7082278481012658
poi-1.5,0.693661016112715,0.6995891627803686,0.6916931921928591,0.6951723542329805,0.6878377378044267,0.69901547116737,0.6831063241789425,0.6755187899425075,0.7043514200409603,0.6884546105065759,0.6916623485577517,0.7075159770029856,0.6858760826115923,0.7061095072420855,0.6926925259703408,0.6848150615638957,0.8247896464085671,0.6929269375971574,0.6969119352530412,0.6772645396895897,0.6764194240876453,0.6772768771436326,0.6778629062106744,0.6874922890912232
poi-2.0,0.8157765801077903,0.8134084599052752,0.8082639229136045,0.8032827045565899,0.8009145843540748,0.8075289890576515,0.8000163318634657,0.7999346725461375,0.826228972725788,0.8026702596766291,0.7681283684468397,0.7738036910011432,0.7900130654907725,0.8040176384125429,0.7870325004082965,0.7815613261473134,0.9455332353421524,0.8149599869345092,0.8158582394251184,0.7711497631879798,0.7539196472317491,0.7918504001306549,0.785031847133758,0.7892373019761555
poi-2.5,0.6821166736489317,0.6870444072056975,0.6882383745286971,0.6876152073732719,0.6882017176372015,0.6865102639296188,0.6834363217427734,0.679147465437788,0.6800953079178885,0.6837662337662338,0.6688730624214494,0.6775764558022622,0.6794590490155006,0.6820800167574361,0.6778958944281525,0.6840673439463762,0.7586772098868874,0.6809488898198576,0.6830802262253876,0.6632985965647256,0.6611096564725597,0.6612143904482614,0.6717951403435274,0.6719862798491829
poi-3.0,0.7194615384615385,0.7162126696832579,0.7188009049773756,0.7160045248868778,0.7169592760180995,0.7171447963800905,0.7116108597285068,0.7083800904977375,0.701447963800905,0.7047511312217195,0.6855927601809955,0.7110203619909502,0.7039253393665158,0.7160452488687783,0.7157782805429864,0.7137285067873304,0.7939728506787328,0.7155837104072398,0.7189909502262444,0.6798303167420813,0.6881131221719456,0.6843665158371041,0.6950565610859728,0.6997647058823531
synapse-1.0,0.8738246891113133,0.8738246891113133,0.8692750985744616,0.8638155899302397,0.8613891416439187,0.8765544434334244,0.8601759175007583,0.8632089778586594,0.8701850166818321,0.8381862299059751,0.8720048528965726,0.8748862602365787,0.9050652107976949,0.8798908098271155,0.8665453442523506,0.8565362450712769,0.9626933575978162,0.8610858356081286,0.8647255080376101,0.851076736427055,0.8603275705186533,0.8538064907491659,0.8654837731270852,0.8553230209281165
synapse-1.1,0.7803257803257804,0.7710892710892711,0.7724087724087724,0.7792337792337792,0.7723177723177723,0.778005278005278,0.7795067795067795,0.7789152789152789,0.8153380653380653,0.796046046046046,0.7408544908544908,0.7851032851032851,0.7682910182910183,0.7857857857857858,0.7707707707707707,0.768040768040768,0.9010601510601509,0.7891527891527892,0.7882882882882883,0.7444489944489945,0.7554145054145054,0.7449267449267449,0.7532305032305032,0.7688825188825189
synapse-1.2,0.744073275862069,0.751104525862069,0.7467672413793104,0.7480872844827586,0.7473868534482758,0.7502963362068965,0.7444773706896551,0.7345366379310345,0.7581088362068965,0.7538119612068965,0.7332974137931034,0.7504175646551724,0.7316136853448276,0.7429418103448275,0.7359375,0.7254849137931034,0.8811961206896551,0.7465786637931034,0.7456088362068966,0.7243938577586206,0.7285425646551724,0.7334455818965517,0.7181438577586207,0.7197737068965517
velocity-1.4,0.6349611273080661,0.6428571428571429,0.6355199222546162,0.6260204081632653,0.6217444120505345,0.6248906705539359,0.6303449951409135,0.6250485908649174,0.637220602526725,0.6264455782312925,0.6325437317784257,0.61977648202138,0.6314625850340136,0.6321428571428571,0.6321185617103985,0.6324344023323615,0.7136175898931001,0.63955296404276,0.6357628765792032,0.6163022351797862,0.6130344995140914,0.6247084548104956,0.6182701652089407,0.6255466472303207
velocity-1.5,0.7103933139452805,0.7134285794957224,0.7137109297794845,0.7055510065787616,0.6980687240590677,0.7107744868283593,0.7059180619476523,0.7017816302905384,0.7025227997854138,0.7122144732755457,0.6906782053815965,0.705049834825084,0.6847629669367817,0.7150520936273541,0.7131179941835841,0.7049863060112376,0.7901502103509614,0.7036169071349917,0.7086992122427083,0.6969604991953017,0.7023675071293447,0.6858641330434537,0.6861888358697801,0.6892876302340684
velocity-1.6,0.7772695931969662,0.7839806940933118,0.792461503102735,0.7856354860951505,0.76851298552057,0.8045276947828085,0.7986784647207539,0.7908986439898874,0.7475867616639853,0.749712709721903,0.774143874971271,0.7187428177430477,0.7809813835899793,0.8030108021144564,0.7931395081590439,0.778246380142496,0.8979315099977017,0.7879797747644219,0.7880027579866697,0.7346931739829924,0.7445989427717766,0.7282004136980005,0.7459319696621466,0.7649965525166629
xalan-2.4,0.8049260559634004,0.8040217044366422,0.8034542681845587,0.8008830726673051,0.7989502429336455,0.8028336347838423,0.8010603964960812,0.8024701209348513,0.7982985778628933,0.7993181898783559,0.8002535730751499,0.797602581834947,0.7836427634145476,0.8004929602439976,0.8003289357023797,0.7923892612689293,0.9421791325318296,0.8059634003617406,0.8054934922154839,0.7933024789871262,0.7926109160548994,0.7917109976238605,0.7872557364258609,0.7779595347022733
xalan-2.5,0.6645442115606963,0.6637972480786505,0.6634302157868446,0.6625097034895038,0.6634900197704934,0.6620043011963141,0.6611564917810564,0.6593823069328061,0.6538686141658048,0.6454620502681798,0.6406519337794007,0.6493973869177027,0.6464177413794316,0.6623572619625556,0.659717678292092,0.6545991608680255,0.8106793498017087,0.6659935786938341,0.6643706627454016,0.6388671952869771,0.63893989816906,0.6346211124479061,0.6369147711149105,0.6380510468042393
xalan-2.6,0.7093487005649718,0.7058576271186441,0.7065491525423728,0.7057283615819209,0.7052248587570622,0.7077776271186441,0.7053270056497175,0.7053984180790961,0.687165649717514,0.6879394350282487,0.6756203389830507,0.6780393220338983,0.6764944632768362,0.7138268926553673,0.7050368361581921,0.7026305084745763,0.8246725423728813,0.7090657627118644,0.7071575141242938,0.6799774011299435,0.6750336723163842,0.6738350282485875,0.6767204519774012,0.6886481355932204
xalan-2.7,0.5757320991785906,0.574617931702486,0.5748986275379393,0.5746764288959811,0.5744088835923988,0.5751698005744516,0.5743413170665789,0.5741173045581557,0.5721705723746323,0.5729568834871945,0.5726784549848225,0.5637918697063441,0.5617041094051695,0.5780552086535942,0.5759130323584708,0.5722635330309618,0.6073922313913172,0.5758876382279613,0.5756060354592756,0.5691019637825283,0.5672862834510987,0.5688076639485877,0.5656075500377737,0.5659916362617301
xerces-init,0.7609965254675833,0.7568936201670733,0.7515339690988394,0.7473941006875139,0.7506098913284542,0.7582982183780587,0.7542692392991794,0.7466178753603904,0.7544910179640718,0.7690175205145265,0.7529755304206402,0.7284689879500259,0.7526428624233016,0.7680195165225105,0.7684630738522954,0.7622532712353072,0.8270865676055297,0.764378650107193,0.7595549641457825,0.7559140977304649,0.7558771346196496,0.7495009980039921,0.7546758335181489,0.7567272861684038
xerces-1.2,0.7352371541501976,0.7440513833992095,0.7301581027667984,0.754594861660079,0.7147134387351779,0.7370158102766798,0.7282806324110672,0.74300395256917,0.7490316205533597,0.7408794466403162,0.7741106719367589,0.7479841897233201,0.7451679841897233,0.7794466403162056,0.7566403162055336,0.7607509881422925,0.9255731225296444,0.7330830039525692,0.7320355731225296,0.7321837944664031,0.7178656126482214,0.7181027667984191,0.712707509881423,0.7284881422924901
xerces-1.3,0.8599377780827872,0.8589598417001224,0.8618879319219024,0.8549108419403173,0.8539043109265805,0.8522915737341157,0.8439305036086424,0.841231170435439,0.8495808027084835,0.8628830250832104,0.8446224936805865,0.856483546649281,0.8508218096970113,0.8520285031282526,0.8465840853721305,0.8435073030687759,0.9567191664093149,0.8578618078669549,0.8540301273032975,0.8385318372622357,0.8506788365416509,0.8335735282343387,0.8496494298230565,0.8359526015395351
xerces-1.4,0.7708429236356197,0.7717502727908205,0.770130577293574,0.769653726152115,0.768604653640905,0.7722686819088538,0.7700362726544252,0.7698476633761274,0.753254309242494,0.7571975218658892,0.7542165362385556,0.7495758955211157,0.7622127171670673,0.7775614631817639,0.7708754241044788,0.7688044516052035,0.8285770761938861,0.7720939252894141,0.7719159719025455,0.7450934947914004,0.7417251675106131,0.7443870091896406,0.7408465892622713,0.7540465747702589
