filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE,LinearRegression,RidgeCV,LassoLarsCV,MLPRegressor,RandomForestRegressor,linear/CoDE,linear/CoDE_toZero
ivy-1.4,0.8301060396496082,0.8252650991240202,0.834716459197787,0.8363301060396496,0.846934071000461,0.8400184416781927,0.8340248962655602,0.8575380359612724,0.8425541724296911,0.8584601198709082,0.8098201936376209,0.8095896726602121,0.6908713692946058,0.9721069617335176,0.8607653296449977,0.8603042876901799
ivy-2.0,0.8669338474025974,0.8563311688311688,0.8433441558441559,0.8616071428571429,0.8441558441558441,0.8408583603896104,0.8654119318181818,0.8491781655844156,0.8432426948051948,0.8615056818181818,0.8477069805194806,0.8296976461038961,0.8253855519480521,0.9559659090909092,0.8595271915584416,0.8577516233766234
jedit-3.2,0.8636337388358485,0.8546157991992609,0.8563866646134893,0.8616896365876193,0.8538747305204805,0.8571758546350478,0.8572432245149368,0.8582345241761626,0.8607464582691715,0.8601593778872806,0.8601978749615029,0.8607560825377272,0.8250692947336002,0.9141419002155836,0.8672717123498614,0.8674160763781953
jedit-4.0,0.8539533807623344,0.8562380704494187,0.8558331887327202,0.8593469836312106,0.8549366649314593,0.8510324483775811,0.856397131123836,0.8573225750477182,0.8563248308172826,0.8538087801492278,0.8538232402105385,0.8537509399039852,0.8180201284053444,0.93284024524264,0.8587107409335416,0.862687257793973
jedit-4.1,0.8449426917168853,0.8474831619992911,0.8587823466855725,0.8476751742880775,0.8446029776674938,0.8366566229469455,0.8510870849580527,0.847217298830202,0.8407036511875221,0.8373655913978495,0.8373360510457285,0.8364498404820986,0.8142133404230179,0.9245982512111544,0.8511166253101737,0.8509393831974477
jedit-4.2,0.8919335766798622,0.8948126060356794,0.880520281733587,0.8886946686545679,0.8951724847051565,0.8884633180813326,0.882551025654208,0.883322194231659,0.8860984011104828,0.8916765204873786,0.8894915428512673,0.8916765204873786,0.6032851781399415,0.959732147447432,0.8910081743869209,0.8979486915839803
jedit-4.3,0.9444444444444444,0.9186991869918699,0.8810128726287263,0.9307249322493225,0.9254742547425474,0.912940379403794,0.9398712737127372,0.9300474254742548,0.895240514905149,0.8214769647696477,0.7643970189701897,0.5010162601626016,0.3890582655826558,0.9860264227642276,0.8985433604336044,0.8995596205962059
log4j-1.0,0.8412871888281724,0.8432301153612629,0.8388585306618094,0.8434729811778993,0.8420157862780814,0.8357012750455374,0.8452337583485124,0.837765634486946,0.8340012143290831,0.8265938069216757,0.8245294474802671,0.8191863995142684,0.8581663630843959,0.916575591985428,0.848087431693989,0.8454159077109897
log4j-1.1,0.8345423511841263,0.8311286537230638,0.8319820780883295,0.8413697461062514,0.8449967996586303,0.825474717303179,0.8453168337956048,0.8271815660337103,0.8269682099423938,0.8481971410283764,0.8270748879880521,0.8287817367185834,0.7914444207382121,0.8939620226157456,0.8423298485171752,0.8384894388734798
log4j-1.2,0.5957782348907826,0.5891370359486727,0.5924772259770791,0.594181604466647,0.5965030855127829,0.5886178861788618,0.5989225193456754,0.5936036830247821,0.5886080909001861,0.5981878734449995,0.5903516505044568,0.5851993339210501,0.584288373004212,0.6514154177686355,0.5988539523949457,0.5982662356744051
lucene-2.0,0.7801186375813242,0.7784156142365097,0.7732682740145427,0.7815346345197092,0.7789896670493686,0.7788748564867968,0.7841944125526215,0.7743398392652124,0.7688097971680061,0.7710677382319173,0.7711251435132032,0.7671928817451206,0.7782433983926521,0.8764638346727899,0.7800995024875622,0.7817068503635668
lucene-2.2,0.731717811809345,0.7246279019734397,0.7264761681237654,0.7319133955289562,0.7268868939349489,0.7279332668348687,0.7297815329851943,0.7222613389661444,0.7211660701363218,0.7206184357214106,0.7122670108940132,0.7161640165072659,0.7465137201979307,0.8358661425022981,0.7316738054724324,0.7324023548279841
lucene-2.4,0.7302959791511542,0.722403201787044,0.7268475428145942,0.7301005212211467,0.7236271407297096,0.714240506329114,0.7247859270290394,0.7196807520476545,0.7133562918838422,0.7325111690245718,0.731608339538347,0.7252745718540581,0.7386355174981385,0.8265799516008935,0.7345169396872673,0.7360154504839911
poi-1.5,0.7061095072420855,0.6926925259703408,0.6848150615638957,0.7107607274162904,0.6797320304981864,0.6809287635403558,0.7038764280603055,0.701927110321514,0.6937165346559084,0.6937165346559084,0.6583573913687172,0.6570928023293113,0.6239667382239001,0.8247896464085671,0.6929269375971574,0.6969119352530412
poi-2.0,0.8040176384125429,0.7870325004082965,0.7815613261473134,0.8077739670096358,0.8126735260493222,0.8012412216233872,0.8110403397027601,0.7989547607382003,0.796545810877021,0.7702923403560347,0.763024661113833,0.5015923566878981,0.5788829005389515,0.9455332353421524,0.8149599869345092,0.8158582394251184
poi-2.5,0.6820800167574361,0.6778958944281525,0.6840673439463762,0.6861384583158777,0.6809384164222874,0.6792993297025555,0.681100754084625,0.6799643904482614,0.6760578131545874,0.6759687892752408,0.6721145789694177,0.6439228110599078,0.6651916631755341,0.7586772098868874,0.6809488898198576,0.6830802262253876
poi-3.0,0.7160452488687783,0.7157782805429864,0.7137285067873304,0.7166515837104073,0.7149886877828054,0.7128642533936651,0.7147239819004525,0.7104072398190046,0.7075746606334842,0.6933891402714932,0.6952398190045249,0.7015316742081448,0.6969457013574661,0.7939728506787328,0.7155837104072398,0.7189909502262444
synapse-1.0,0.8798908098271155,0.8665453442523506,0.8565362450712769,0.8835304822565969,0.8607825295723385,0.8660903851986654,0.886563542614498,0.8626023657870792,0.854109796784956,0.856839551107067,0.8249924173491052,0.821656050955414,0.7145890203215044,0.9626933575978162,0.8610858356081286,0.8647255080376101
synapse-1.1,0.7857857857857858,0.7707707707707707,0.768040768040768,0.7899262899262899,0.7716807716807716,0.766084266084266,0.7861952861952862,0.778050778050778,0.7626717626717626,0.7966147966147966,0.7503412503412503,0.7464282464282465,0.7965692965692965,0.9010601510601509,0.7891527891527892,0.7882882882882883
synapse-1.2,0.7429418103448275,0.7359375,0.7254849137931034,0.7416756465517241,0.7379040948275862,0.7231546336206897,0.7416756465517241,0.73828125,0.7244612068965517,0.7333512931034483,0.7242456896551724,0.7011853448275862,0.6876077586206897,0.8811961206896551,0.7465786637931034,0.7456088362068966
velocity-1.4,0.6321428571428571,0.6321185617103985,0.6324344023323615,0.6375850340136054,0.6194849368318756,0.6191448007774538,0.6394314868804665,0.6303571428571428,0.6249149659863945,0.6489310009718173,0.6502186588921283,0.6497570456754129,0.5354713313896987,0.7136175898931001,0.63955296404276,0.6357628765792032
velocity-1.5,0.7150520936273541,0.7131179941835841,0.7049863060112376,0.713230934297089,0.7116215376796454,0.7129344664991388,0.7194426405398537,0.7111133071688737,0.7020569218172065,0.7049298359544851,0.7063980574300477,0.7017675127763503,0.6804218313239405,0.7901502103509614,0.7036169071349917,0.7086992122427083
velocity-1.6,0.8030108021144564,0.7931395081590439,0.778246380142496,0.7976327281084808,0.7943231441048035,0.7884624224316249,0.8141806481268674,0.7892898184325442,0.7897494828774995,0.7798437140887152,0.7508618708342908,0.7757986669731096,0.7059296713399219,0.8979315099977017,0.7879797747644219,0.7880027579866697
xalan-2.4,0.8004929602439976,0.8003289357023797,0.7923892612689293,0.8041015001595915,0.7999432563747917,0.7973188637089053,0.8086365570805405,0.8044738802000213,0.7927084441607263,0.7851367166719864,0.7813419867361776,0.77753839060893,0.8132957406816328,0.9421791325318296,0.8059634003617406,0.8054934922154839
xalan-2.5,0.6623572619625556,0.659717678292092,0.6545991608680255,0.6565281324974848,0.6584148895502506,0.6566758835159113,0.6679413123573792,0.6510167849847441,0.6559230568982136,0.6587819218420565,0.6523465441505841,0.6584934555679854,0.6312627083465254,0.8106793498017087,0.6659935786938341,0.6643706627454016
xalan-2.6,0.7138268926553673,0.7050368361581921,0.7026305084745763,0.7048054237288136,0.7102870056497175,0.7093405649717515,0.716003615819209,0.7126933333333333,0.7091534463276836,0.6963489265536723,0.695798418079096,0.6930576271186439,0.7182743502824859,0.8246725423728813,0.7090657627118644,0.7071575141242938
xalan-2.7,0.5780552086535942,0.5759130323584708,0.5722635330309618,0.575556154131489,0.5735336930230533,0.5733210171800363,0.5773038144704825,0.5767215633352288,0.573649780476811,0.5673601985095459,0.5678481285886214,0.5668704545640054,0.5701014042047239,0.6073922313913172,0.5758876382279613,0.5756060354592756
xerces-init,0.7680195165225105,0.7684630738522954,0.7622532712353072,0.7693871516226806,0.7661343978709249,0.754232276188364,0.7697198196200192,0.7653581725438013,0.7690360020699342,0.7507577437717158,0.734124343904783,0.6756302210394026,0.7493901086715458,0.8270865676055297,0.764378650107193,0.7595549641457825
xerces-1.2,0.7794466403162056,0.7566403162055336,0.7607509881422925,0.788399209486166,0.7720750988142292,0.7550098814229249,0.7701581027667984,0.7766600790513833,0.7586166007905139,0.7305335968379446,0.6989130434782609,0.5870948616600791,0.719100790513834,0.9255731225296444,0.7330830039525692,0.7320355731225296
xerces-1.3,0.8520285031282526,0.8465840853721305,0.8435073030687759,0.8575072344416612,0.8523716387011174,0.8416543709753057,0.8517997460796761,0.8484827688753159,0.8436674330027794,0.8018735202278421,0.776979034416498,0.7880909080511044,0.8238456347436205,0.9567191664093149,0.8578618078669549,0.8540301273032975
xerces-1.4,0.7775614631817639,0.7708754241044788,0.7688044516052035,0.7752523315090447,0.7795418606038906,0.7683787487426048,0.7732889835132047,0.7770979319045914,0.7735335362215061,0.7579556885410806,0.7632783063099927,0.763730116106593,0.7750908947538915,0.8285770761938861,0.7720939252894141,0.7719159719025455
