filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_MSE,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_L1,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_L1_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_L1_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_L1_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_L1_MSE,LassoLarsCV,RandomForestRegressor
jedit-4.2,0.901984473805974,0.8828851987044368,0.8924991003033264,0.8885918461775744,0.8956865970901239,0.88157421212277,0.8869980977841756,0.8835021335663976,0.8936044419310061,0.8884119068428359,0.8983599814919542,0.9013932445632615,0.8923705722070845,0.8814456840265282,0.8948126060356794,0.8998766130276078,0.8897743046629993,0.8825253200349596,0.8951210734666598,0.89653488252532,0.8885918461775744,0.8895943653282607,0.8899028327592412,0.8934502082155159,0.8883604956043392,0.8844789470978356,0.8939900262197317,0.8939900262197317,0.8883090843658423,0.89023700580947,0.8950696622281631,0.888283378746594,0.8916765204873786,0.959732147447432
jedit-4.3,0.9131944444444444,0.8734756097560976,0.8946476964769647,0.8948170731707317,0.9095528455284553,0.8809281842818428,0.8978658536585366,0.8882960704607046,0.8873644986449865,0.8819444444444444,0.89795054200542,0.9087059620596206,0.9016768292682927,0.8978658536585366,0.903539972899729,0.8816056910569106,0.8938008130081301,0.8725440379403794,0.8843157181571816,0.8931233062330624,0.8940548780487805,0.885670731707317,0.8898204607046071,0.8855013550135501,0.9220867208672087,0.8714430894308943,0.8810975609756098,0.8797425474254743,0.886009485094851,0.8792344173441734,0.885840108401084,0.9107384823848238,0.5010162601626016,0.9860264227642276
log4j-1.0,0.8522161505768063,0.8517304189435337,0.8478445658773528,0.8471159684274439,0.8529447480267153,0.848087431693989,0.8510018214936248,0.8531876138433515,0.8476017000607164,0.8286581663630844,0.8463873709775349,0.8476017000607164,0.845658773527626,0.8442015786278081,0.8446873102610808,0.8467516697024894,0.8474802671523983,0.8412871888281724,0.8444444444444444,0.8493017607771706,0.8422586520947176,0.8389799635701275,0.843351548269581,0.8469945355191257,0.8435944140862174,0.8410443230115361,0.8414086217364906,0.8394656952034001,0.842501517911354,0.8376442015786278,0.8431086824529448,0.8427443837279903,0.8191863995142684,0.916575591985428
log4j-1.1,0.8476637508000854,0.8405163217409857,0.8516108384894389,0.8445700874759975,0.8413697461062514,0.8411563900149349,0.842756560699808,0.8476637508000854,0.8433966289737572,0.8411563900149349,0.8412630680605931,0.8452101557499466,0.8439300192020482,0.8383827608278216,0.8400896095583529,0.8395562193300619,0.8393428632387455,0.8392361851930873,0.8383827608278216,0.8442500533390228,0.8396628973757201,0.8373159803712396,0.8405163217409857,0.8394495412844036,0.8404096436953274,0.8348623853211009,0.8366759120972904,0.8389161510561126,0.8366759120972904,0.836995946234265,0.8389161510561126,0.8363558779603157,0.8287817367185834,0.8939620226157456
log4j-1.2,0.6013027720638652,0.5940836516798903,0.5975119992163777,0.5936036830247821,0.5861886570672936,0.5938289744343227,0.5979234009207562,0.5953374473503771,0.5939856988931335,0.5895778234890783,0.5968753061024586,0.5974140464296209,0.5962973846605936,0.5956802821040259,0.5978254481339994,0.5961308649231071,0.597747085904594,0.5893476344401998,0.5934665491233225,0.5970222352825938,0.5951219512195122,0.5942011950239985,0.5954354001371339,0.5941913997453228,0.5935547066314036,0.5919286903712411,0.5906455088647272,0.5950729748261337,0.592389068468998,0.5914291311587815,0.5941179351552551,0.5925653834851602,0.5851993339210501,0.6514154177686355
lucene-2.0,0.7899349406812093,0.7808649062380406,0.779276693455798,0.7853425181783391,0.7792958285495599,0.7816877152698049,0.783027171833142,0.7763298890164562,0.7826636050516648,0.7743398392652124,0.7820130118637582,0.7798316111748947,0.7862610026789131,0.7819556065824722,0.7822809031764255,0.7819747416762343,0.7829314963643322,0.7725507079984691,0.7811519326444699,0.7799464217374665,0.7795637198622273,0.781113662456946,0.7798124760811328,0.7794489092996556,0.7822426329889016,0.7711060084194412,0.7757749712973594,0.7785495598928435,0.7758515116724072,0.7792958285495599,0.7809223115193265,0.7793915040183697,0.7671928817451206,0.8764638346727899
lucene-2.2,0.7296837411253887,0.7309745936748225,0.73180582448317,0.7365682880557023,0.7332335856363317,0.7287742768291967,0.7317764869252283,0.7335660779596707,0.7317569285532672,0.7304074008879501,0.7323681276770522,0.7322654462242563,0.7321969919223924,0.7254493535958066,0.73198184983082,0.7318449412270922,0.7314635529738505,0.7272193862582879,0.7320894208766062,0.7296935203113692,0.7317275909953256,0.7312386316962975,0.7313950986719866,0.7307692307692307,0.7310626063486475,0.7284515636918383,0.7298597664730387,0.7308376850710947,0.7305247511197168,0.7276105536975103,0.7299379999608833,0.7305149719337363,0.7161640165072659,0.8358661425022981
lucene-2.4,0.7348240878629932,0.7340050260610573,0.731729337304542,0.7323808637379002,0.7341399851079672,0.7280482129560685,0.7317898361876396,0.7353173864482502,0.7330556589724497,0.7304216306775875,0.7369229337304543,0.732906738644825,0.7359828741623231,0.7336141102010424,0.7348473566641847,0.7358013775130305,0.7343447505584513,0.7273454951600894,0.7312220774385704,0.7346798212956068,0.7300400223380491,0.7308125465376024,0.7305007446016382,0.7338514519731943,0.7351405435591958,0.7288044489947878,0.731129002233805,0.7290953090096798,0.731129002233805,0.7301517125837677,0.7325204765450484,0.7306077810871184,0.7252745718540581,0.8265799516008935
poi-1.5,0.6891455079329829,0.6977138697658352,0.701285562711279,0.7035186418930589,0.6893429071976707,0.6790226268907148,0.7010018012682903,0.693661016112715,0.7124262837120932,0.6710711377600118,0.6754077528561206,0.6972203716041158,0.7003602536580551,0.6817800478693217,0.7044131073111752,0.6916931921928591,0.6961408443753547,0.6702013472499815,0.687979618525921,0.7024452833913194,0.693975621190811,0.6687763713080169,0.7044069385841538,0.6951723542329805,0.6983245737409628,0.6709724381276679,0.6895032941002295,0.6893058948355417,0.6885162977767908,0.6689182520295112,0.6872887210995139,0.6878377378044267,0.6570928023293113,0.8247896464085671
poi-2.0,0.8152049648864935,0.8007512657194186,0.8197778866568676,0.8161032173771027,0.8103870651641353,0.8143883717132124,0.8145516903478687,0.8157765801077903,0.818634656214274,0.8024661113833088,0.7966682998530132,0.8203495018781642,0.8145516903478687,0.8060591213457455,0.8073656704229952,0.8082639229136045,0.8093254940388699,0.7967499591703413,0.8020578147966683,0.802629430017965,0.7973215743916381,0.8007920953780826,0.8090805160868855,0.8032827045565899,0.800342969132778,0.7842560836191409,0.7996896945941532,0.7981381675649192,0.8016495182100277,0.8076106483749795,0.8000979911807937,0.8009145843540748,0.5015923566878981,0.9455332353421524
poi-2.5,0.6890081692501048,0.6768537913699204,0.6865312107247591,0.6786866359447005,0.6806242144951823,0.6761939673229996,0.6812630917469628,0.6821166736489317,0.6907624633431085,0.677984918307499,0.6861803519061583,0.6816401340594889,0.68673806032677,0.6808729576874738,0.6853110599078341,0.6882383745286971,0.6901183493925429,0.6660007331378299,0.6854184122329283,0.6832268537913699,0.6875235651445328,0.685002094679514,0.6779744449099288,0.6876152073732719,0.6865050272308337,0.6831483033095936,0.6825827398408043,0.6932970255550901,0.6814647046501885,0.6788437369082531,0.6827791160452451,0.6882017176372015,0.6439228110599078,0.7586772098868874
poi-3.0,0.7139140271493213,0.7091719457013574,0.7183619909502262,0.7184004524886878,0.720868778280543,0.7162443438914027,0.7146561085972851,0.7194615384615385,0.7171176470588235,0.7199411764705882,0.7169886877828054,0.716579185520362,0.7186606334841629,0.7155294117647059,0.7163619909502262,0.7188009049773756,0.7179773755656108,0.7135837104072398,0.7169411764705882,0.7169185520361991,0.717524886877828,0.7181742081447964,0.7167828054298643,0.7160045248868778,0.7198484162895927,0.7115746606334842,0.714472850678733,0.7198597285067874,0.7157398190045249,0.711764705882353,0.7162805429864253,0.7169592760180995,0.7015316742081448,0.7939728506787328
synapse-1.0,0.8795875037913254,0.8477403700333637,0.886563542614498,0.8592659993933879,0.8753412192902639,0.8474370639975736,0.8665453442523506,0.8738246891113133,0.8817106460418562,0.8471337579617835,0.8695784046102517,0.8856536245071277,0.8723081589323628,0.8583560812860176,0.8713982408249924,0.8692750985744616,0.8580527752502275,0.8462238398544131,0.8668486502881407,0.8639672429481347,0.8680618744313012,0.8456172277828329,0.861995753715499,0.8638155899302397,0.8671519563239308,0.8462238398544131,0.8629056718228693,0.8689717925386715,0.8598726114649682,0.845920533818623,0.8553230209281165,0.8613891416439187,0.821656050955414,0.9626933575978162
synapse-1.1,0.7948857948857949,0.773955773955774,0.7867412867412867,0.7891072891072891,0.7939302939302939,0.7835107835107835,0.7858767858767859,0.7803257803257804,0.7826917826917827,0.7621940121940122,0.7783237783237783,0.7807352807352808,0.78005278005278,0.7788697788697788,0.7675402675402675,0.7724087724087724,0.7847847847847848,0.7613067613067613,0.7741605241605242,0.7786877786877787,0.7722495222495223,0.774001274001274,0.7744107744107744,0.7792337792337792,0.7746382746382746,0.7663572663572663,0.7648557648557649,0.7766402766402767,0.7766402766402767,0.7657657657657657,0.7738647738647738,0.7723177723177723,0.7464282464282465,0.9010601510601509
synapse-1.2,0.7488685344827586,0.7372036637931034,0.7455549568965517,0.7485991379310345,0.7457704741379311,0.7377693965517241,0.7480872844827586,0.744073275862069,0.7524245689655172,0.7342403017241379,0.745635775862069,0.745177801724138,0.7390086206896552,0.7343480603448276,0.7498922413793103,0.7467672413793104,0.7480064655172414,0.7396551724137931,0.7464439655172413,0.7497306034482759,0.7489493534482758,0.7310614224137931,0.7491379310344828,0.7480872844827586,0.746875,0.7299299568965517,0.7471713362068966,0.7496767241379311,0.7466325431034483,0.7287446120689656,0.7459859913793103,0.7473868534482758,0.7011853448275862,0.8811961206896551
velocity-1.4,0.6434402332361516,0.6222060252672498,0.6370262390670554,0.6373420796890185,0.6382045675413023,0.6227648202137998,0.6284985422740524,0.6349611273080661,0.6424441205053449,0.6211977648202138,0.6336248785228377,0.6391520894071915,0.6360301263362488,0.6243683187560739,0.6366618075801749,0.6355199222546162,0.6375850340136054,0.6193391642371234,0.6386054421768708,0.6412050534499514,0.6224125364431486,0.6363459669582119,0.6326773566569485,0.6260204081632653,0.6257045675413022,0.6321793002915452,0.622424684159378,0.6333697764820214,0.6224489795918368,0.6302964042759961,0.6279397473275025,0.6217444120505345,0.6497570456754129,0.7136175898931001
velocity-1.5,0.7131321116977722,0.697151085636841,0.7122850608464861,0.7111274246830618,0.7103509614027163,0.6989016573961657,0.716153259734026,0.7103933139452805,0.709630968179123,0.7037721997910608,0.7125674111302482,0.7098850834345088,0.7099486122483553,0.7097862608351921,0.7082898043312533,0.7137109297794845,0.7045768980997826,0.6944264053985374,0.7121438857046052,0.7117768303357145,0.7050145410396137,0.6929017138662225,0.7033345568512296,0.7055510065787616,0.7044780755004659,0.6919981929581839,0.7051557161814948,0.7081909817319366,0.701852217861479,0.6919840754439959,0.7048804246548268,0.6980687240590677,0.7017675127763503,0.7901502103509614
velocity-1.6,0.803631349115146,0.7949896575499885,0.7933578487703976,0.7879567915421742,0.7964605837738451,0.7935417145483796,0.8049184095610205,0.7772695931969662,0.7892438519880487,0.774235807860262,0.792277637324753,0.786347965984831,0.7923006205470007,0.7846931739829924,0.7936336474373707,0.792461503102735,0.780349344978166,0.7668122270742358,0.7833831303148702,0.7727648816364054,0.7840496437600551,0.7706274419673639,0.7854746035394162,0.7856354860951505,0.7842105263157895,0.7650195357389106,0.7787405194208228,0.7744656400827395,0.779866697310963,0.7582854516203171,0.7785106871983452,0.76851298552057,0.7757986669731096,0.8979315099977017
xalan-2.4,0.8075947795864808,0.8056885484271377,0.8082863425187077,0.8072755966946839,0.8052363726637586,0.8030198248040572,0.8043142887541228,0.8049260559634004,0.8046955349859914,0.8020356775543498,0.8025499166578005,0.8018760861084513,0.8049349221548392,0.8030464233783736,0.80307302195269,0.8034542681845587,0.8013795793878782,0.7986487924247261,0.8016189665567259,0.8027981700180871,0.8018317551512573,0.8002535730751499,0.7989945738908395,0.8008830726673051,0.7993048905911977,0.7984537362130724,0.7989325105507679,0.7996462389615917,0.8009362698159379,0.7976823775578963,0.7987995176791858,0.7989502429336455,0.77753839060893,0.9421791325318296
xalan-2.5,0.6665400229365867,0.6613757730544357,0.6658528634381896,0.6604986479609187,0.6663512299685971,0.665451824959603,0.6646122239342578,0.6645442115606963,0.6627418836613171,0.6610192944068031,0.6628169317976609,0.6621086650109171,0.6631569936654682,0.6544619634937722,0.6648702019029393,0.6634302157868446,0.6602301163480638,0.662557781201849,0.662047688400138,0.6616783108540712,0.6628497653573112,0.6628779084084401,0.662304493741689,0.6625097034895038,0.6633950369729334,0.6542579263730878,0.6620981113667438,0.6627969971364446,0.6622974579789068,0.6466968266364598,0.663308262565286,0.6634900197704934,0.6584934555679854,0.8106793498017087
xalan-2.6,0.7085206779661017,0.7097383050847458,0.7096958192090396,0.7109993220338983,0.7084510734463276,0.7089762711864407,0.7099272316384181,0.7093487005649718,0.7058476836158192,0.7051073446327684,0.7063023728813559,0.7074847457627119,0.7063873446327683,0.7054282485875706,0.7065364971751412,0.7065491525423728,0.7057979661016949,0.7029595480225989,0.7058522033898305,0.7064994350282486,0.7059561581920903,0.7035679096045198,0.7054761581920904,0.7057283615819209,0.7061577401129944,0.7050422598870056,0.7053233898305085,0.7056849717514124,0.7054119774011299,0.7043534463276836,0.7047538983050847,0.7052248587570622,0.6930576271186439,0.8246725423728813
xalan-2.7,0.5753652446860514,0.5754341716117202,0.5757094258477785,0.5756613583864569,0.5757339130450555,0.5751915669720311,0.5755343877339094,0.5757320991785906,0.5746791496956786,0.5751607312421266,0.574685498228306,0.5747426350219523,0.5743453982661251,0.5749648336639105,0.5750922577830743,0.5748986275379393,0.5743590022646122,0.5744551371872554,0.5746106762366261,0.5747798192844841,0.5747748311517055,0.5742497168100982,0.5746451396994605,0.5746764288959811,0.574749437021196,0.5744442539884657,0.5746133970363236,0.574463753052964,0.5746297218345082,0.5746283614346596,0.5746646387639588,0.5744088835923988,0.5668704545640054,0.6073922313913172
xerces-init,0.7561543579507651,0.7614400827973682,0.760331189472906,0.7607747468026909,0.7654690618762475,0.7591114068159976,0.761144377910845,0.7609965254675833,0.7573002143860428,0.7480224735713757,0.7531233828639018,0.7621793450136763,0.7514970059880239,0.7538256819693946,0.7537887188585791,0.7515339690988394,0.7546388704073335,0.7469875064685444,0.74476971981962,0.7506838175500851,0.7553411695128261,0.7473941006875139,0.7514230797663931,0.7473941006875139,0.7498336660013307,0.7443631256006505,0.7512013011015007,0.7516263768758779,0.7491313668958379,0.7499075922229614,0.7463960966954979,0.7506098913284542,0.6756302210394026,0.8270865676055297
xerces-1.2,0.7419169960474308,0.7093577075098815,0.7504150197628459,0.7157707509881422,0.7374901185770751,0.7160671936758893,0.732509881422925,0.7352371541501976,0.748300395256917,0.7113438735177866,0.7281818181818182,0.7440909090909091,0.7344861660079052,0.7187252964426878,0.726501976284585,0.7301581027667984,0.7537648221343873,0.6829446640316206,0.7533201581027668,0.7568379446640316,0.7075098814229249,0.7240415019762846,0.7260276679841897,0.754594861660079,0.7488932806324111,0.7019565217391305,0.7249901185770751,0.7309288537549408,0.7238932806324111,0.7123517786561265,0.7330039525691701,0.7147134387351779,0.5870948616600791,0.9255731225296444
xerces-1.3,0.8640439671047364,0.8282434890025049,0.864535794759176,0.857987624243672,0.8621967539374807,0.839572681833259,0.8528291527982707,0.8599377780827872,0.8562376328220613,0.8306854704960597,0.8519026867515356,0.8569296228940054,0.8603323839915817,0.8289812304841643,0.8589484038476936,0.8618879319219024,0.8601550972789349,0.8511706641960906,0.8513536698349518,0.8549222797927462,0.856123254297773,0.8472646375916458,0.8477107138363701,0.8549108419403173,0.8558659026181245,0.8433471731347723,0.8499182193551339,0.8600464376808611,0.8518912488991067,0.8260931727458852,0.8563806059774217,0.8539043109265805,0.7880909080511044,0.9567191664093149
