filename,nsga2/FPA_NNZ,nsga2/FPA_NNZ_MSE,nsga2/FPA_MSE,nsga2_toZero/FPA_NNZ,nsga2_toZero/FPA_NNZ_MSE,nsga2_toZero/FPA_MSE,LinearRegression,RidgeCV,CoDE
synapse-1.0,0.8477403700333637,0.8753412192902639,0.8592659993933879,0.8453139217470428,0.8474370639975736,0.8477403700333637,0.856839551107067,0.8249924173491052,0.8883833788292387
synapse-1.1,0.773955773955774,0.7939302939302939,0.7891072891072891,0.7537082537082537,0.7558467558467559,0.7563017563017563,0.7966147966147966,0.7469742469742471,0.8036218036218036
synapse-1.2,0.7372036637931034,0.7457704741379311,0.7485991379310345,0.7272494612068966,0.7296336206896552,0.730078125,0.7333512931034483,0.7242456896551724,0.7563846982758621
velocity-1.4,0.6222060252672498,0.6382045675413023,0.6373420796890185,0.5939504373177843,0.5979348882410107,0.596659378036929,0.6489310009718173,0.6450194363459669,0.6483479105928086
velocity-1.5,0.697151085636841,0.7103509614027163,0.7111274246830618,0.6918146652737386,0.7045910156139706,0.7055368890645735,0.7049298359544851,0.7062851173165429,0.7217014428099501
velocity-1.6,0.7949896575499885,0.7964605837738451,0.7879567915421742,0.7538496897264997,0.7543897954493219,0.7546081360606757,0.7798437140887152,0.7508618708342908,0.8168926683521031
xalan-2.4,0.8056885484271377,0.8052363726637586,0.8072755966946839,0.7926020498634606,0.7934354718587083,0.7931872184984218,0.7851367166719864,0.7813419867361776,0.8140493669539313
xalan-2.5,0.6613757730544357,0.6663512299685971,0.6604986479609187,0.6397161773293651,0.6442495538153769,0.6463614552771739,0.6587819218420565,0.6523465441505841,0.6707638258601807
xalan-2.6,0.7097383050847458,0.7084510734463276,0.7109993220338983,0.7029071186440679,0.7036257627118644,0.7032189830508475,0.6963489265536723,0.6957432768361582,0.7141523163841808
xalan-2.7,0.5754341716117202,0.5757339130450555,0.5756613583864569,0.5741812433510457,0.5741254669572481,0.5743617230643098,0.5673601985095459,0.5676100586150948,0.5765932322828325
xerces-init,0.7614400827973682,0.7654690618762475,0.7607747468026909,0.6915243586900274,0.6944629259998522,0.7001552450654247,0.7507577437717158,0.734124343904783,0.7717527907148666
xerces-1.2,0.7093577075098815,0.7374901185770751,0.7157707509881422,0.6662252964426878,0.6670158102766799,0.6684486166007905,0.7305335968379446,0.6989130434782609,0.7539525691699605
xerces-1.3,0.8282434890025049,0.8621967539374807,0.857987624243672,0.8260016699264546,0.8349060380422971,0.8357695959006737,0.8018735202278421,0.776979034416498,0.8726509510574294
xerces-1.4,0.7711157144562085,0.7707480862018993,0.7690697833017919,0.7669849581436584,0.7672428307162464,0.7684059212657494,0.7579556885410806,0.7632783063099927,0.7768198131382879
